gps_time,id,sv_id,pseudorange,carrier_phase,doppler_shift,CNo,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,clkErr
1429448059.39781,G02,2,22403425.5742854,-196568.801562548,-2477.16903686523,46.0458991486052,17053682.9643867,-17205611.1293126,10817344.1859582,-369.296532659923,1294.054586802,2796.11347229217,-0.000187320780751676
1429448059.49781,G02,2,22403378.4095037,-196816.478652835,-2476.78719460964,46.0458991486052,17053646.0342506,-17205481.7219962,10817623.7966037,-369.304992448695,1294.08754904961,2796.09037753288,-0.000187320779808098
1429448059.59781,G02,2,22403331.4405806,-197064.144650578,-2476.55436396599,46.0458991486052,17053609.1032692,-17205352.3113858,10817903.4049349,-369.313451671135,1294.12051118612,2796.0672821937,-0.000187320778864519
1429448059.69781,G02,2,22403284.3910717,-197311.799604893,-2476.83376073837,46.0458991486052,17053572.1714419,-17205222.8974791,10818183.0109564,-369.321910327397,1294.15347321208,2796.04418627426,-0.000187320777920941
1429448059.79781,G02,2,22403237.1860898,-197559.44440484,-2476.46123170853,46.0458991486052,17053535.2387683,-17205093.4802749,10818462.6146715,-369.330368417572,1294.18643512784,2796.02108977429,-0.000187320776977251
1429448059.89781,G02,2,22403190.0510502,-197807.098843455,-2476.28428041935,46.0458991486052,17053498.3052487,-17204964.0597733,10818742.2160792,-369.338825941638,1294.21939693331,2795.99799269386,-0.000187320776033673
1429448059.99781,G02,2,22403142.964776,-198054.748810172,-2476.1538952589,46.0232141037633,17053461.3708841,-17204834.6359784,10819021.8151711,-369.34728289934,1294.25235862747,2795.97489503368,-0.000187320775090094
1429448060.09781,G02,2,22403095.9169494,-198302.409410119,-2476.16320848465,46.0232141037633,17053424.4356731,-17204705.2088846,10819301.4119591,-369.355739291039,1294.28532021173,2795.95179679277,-0.000187320774146515
1429448060.19781,G02,2,22403048.9146188,-198550.068963408,-2477.15041041374,46.0232141037633,17053387.4996175,-17204575.7784981,10819581.0064296,-369.364195116333,1294.31828168447,2795.92869797225,-0.000187320773202826
1429448060.29781,G02,2,22403002.0231307,-198797.713460445,-2476.25634074211,46.0232141037633,17053350.5627162,-17204446.3448148,10819860.5985917,-369.372650375492,1294.35124304676,2795.90559857136,-0.000187320772259247
1429448060.39781,G02,2,22402954.9093222,-199045.361939073,-2475.5671620369,46.0232141037633,17053313.6249692,-17204316.9078353,10820140.1884441,-369.381105068478,1294.38420429845,2795.88249859022,-0.000187320771315669
1429448060.49781,G02,2,22402907.7869701,-199292.989984751,-2476.61955654621,46.0232141037633,17053276.6863765,-17204187.4675585,10820419.7759889,-369.389559195361,1294.41716543977,2795.85939802865,-0.00018732077037209
1429448060.59781,G02,2,22402860.7111041,-199540.646723986,-2476.04213654995,46.0232141037633,17053239.7469388,-17204058.0239866,10820699.3612212,-369.398012755997,1294.45012647014,2795.83629688706,-0.000187320769428512
1429448060.69781,G02,2,22402813.4911811,-199788.283597946,-2475.28776526451,46.0232141037633,17053202.8066549,-17203928.5771156,10820978.9441501,-369.406465750659,1294.48308739063,2795.8131951647,-0.000187320768484822
1429448060.79781,G02,2,22402766.5122112,-200035.916220903,-2476.76856815815,46.0232141037633,17053165.8655267,-17203799.1269522,10821258.5247608,-369.414918178898,1294.51604819947,2795.79009286279,-0.000187320767541244
1429448060.89781,G02,2,22402719.3967974,-200283.564605236,-2476.95483267307,46.0232141037633,17053128.9235526,-17203669.67349,10821538.1030669,-369.423370041136,1294.54900889828,2795.76698998021,-0.000187320766597665
1429448060.99781,G02,2,22402672.1585954,-200531.171028495,-2476.5357375145,45.9508621608389,17053091.9807336,-17203540.2167331,10821817.67906,-369.431821337115,1294.58196948607,2795.74388651766,-0.000187320765654087
1429448061.09781,G02,2,22402625.0378832,-200778.810680747,-2475.64166784286,45.9508621608389,17053055.0370697,-17203410.7566804,10822097.2527421,-369.440272066901,1294.61492996304,2795.72078247496,-0.000187320764710508
1429448061.19781,G02,2,22402577.7795187,-201026.443009615,-2475.04562139511,45.9508621608389,17053018.0925603,-17203281.2933304,10822376.8241164,-369.448722230591,1294.64789032958,2795.69767785186,-0.000187320763766818
1429448061.29781,G02,2,22402530.5549101,-201274.069394946,-2476.16320848465,45.9508621608389,17052981.147206,-17203151.8266844,10822656.3931801,-369.457171828101,1294.68085058535,2795.67457264859,-0.00018732076282324
1429448061.39781,G02,2,22402483.4523602,-201521.696342945,-2477.13178396225,45.9508621608389,17052944.2010073,-17203022.3567446,10822935.9599286,-369.465620859298,1294.7138107298,2795.65146686554,-0.000187320761879661
1429448061.49781,G02,2,22402436.3453756,-201769.327666998,-2474.72897171974,45.9508621608389,17052907.2539637,-17202892.8835081,10823215.5243678,-369.474069324363,1294.74677076361,2795.6283605022,-0.000187320760936083
1429448061.59781,G02,2,22402389.1826881,-202016.955250502,-2476.94551944733,45.9508621608389,17052870.3060747,-17202763.4069741,10823495.0864995,-369.482517223345,1294.779730687,2795.60525355845,-0.000187320759992504
1429448061.69781,G02,2,22402342.1601173,-202264.571385384,-2476.2935936451,45.9508621608389,17052833.3573417,-17202633.9271466,10823774.6463153,-369.490964555998,1294.81269049899,2795.58214603496,-0.000187320759048815
1429448061.79781,G02,2,22402295.0038749,-202512.204608679,-2476.517111063,45.9508621608389,17052796.4077635,-17202504.4440213,10824054.2038241,-369.499411322598,1294.84565020059,2795.559037931,-0.000187320758105236
1429448061.89781,G02,2,22402247.8471387,-202759.832156777,-2476.7592549324,45.9508621608389,17052759.4573414,-17202374.9576028,10824333.7590162,-369.507857522841,1294.87860979065,2795.5359292474,-0.000187320757161658
1429448061.99781,G02,2,22402200.5320929,-203007.456286311,-2476.43329203129,45.9682083229558,17052722.5060732,-17202245.4678831,10824613.3119085,-369.516303157255,1294.91156927118,2795.51281998273,-0.000187320756218079
1429448062.09781,G02,2,22402153.3000488,-203255.083599925,-2476.21908783913,45.9682083229558,17052685.5539607,-17202115.9748683,10824892.8624883,-369.524748225443,1294.94452864067,2795.48971013805,-0.000187320755274389
1429448062.19781,G02,2,22402106.177662,-203502.710652947,-2476.60093009472,45.9682083229558,17052648.6010042,-17201986.4785591,10825172.4107537,-369.533192727358,1294.97748789887,2795.46659971354,-0.000187320754330811
1429448062.29781,G02,2,22402059.0675748,-203750.35040009,-2475.82793235779,45.9682083229558,17052611.647203,-17201856.9789529,10825451.95671,-369.541636663169,1295.01044704642,2795.44348870873,-0.000187320753387232
1429448062.39781,G02,2,22402011.8130634,-203997.97573328,-2476.06076300144,45.9682083229558,17052574.692558,-17201727.4760531,10825731.5003506,-369.550080032666,1295.04340608254,2795.42037712418,-0.000187320752443654
1429448062.49781,G02,2,22401964.7293595,-204245.599949479,-2475.8093059063,45.9682083229558,17052537.7370684,-17201597.9698563,10826011.0416822,-369.558522836056,1295.07636500799,2795.39726495935,-0.000187320751500075
1429448062.59781,G02,2,22401917.6288143,-204493.224838376,-2476.2749671936,45.9682083229558,17052500.7807348,-17201468.4603642,10826290.5807013,-369.566965073243,1295.10932382237,2795.37415221451,-0.000187320750556386
1429448062.69781,G02,2,22401870.5135107,-204740.841665864,-2475.72548687458,45.9682083229558,17052463.8235563,-17201338.9475741,10826570.1174137,-369.575406744399,1295.14228252634,2795.3510388892,-0.000187320749612807
1429448062.79781,G02,2,22401823.4467863,-204988.464441657,-2476.8803268671,45.9682083229558,17052426.8655344,-17201209.4314905,10826849.6518095,-369.583847849227,1295.17524111875,2795.32792498422,-0.000187320748669229
1429448062.89781,G02,2,22401776.4274341,-205236.086948514,-2477.20628976822,45.9682083229558,17052389.9066678,-17201079.912109,10827129.1838983,-369.592288388019,1295.20819960071,2795.3048104988,-0.00018732074772565
1429448062.99781,G02,2,22401729.4334358,-205483.69052279,-2475.50196945667,45.7279545462889,17052352.9469583,-17200950.3894354,10827408.7136677,-369.600728360404,1295.24115797075,2795.28169543395,-0.000187320746782071
1429448063.09781,G02,2,22401682.2401662,-205731.305276394,-2475.59510171413,45.7279545462889,17052315.9864041,-17200820.8634634,10827688.2411309,-369.609167766787,1295.27411623044,2795.25857978857,-0.000187320745838382
1429448063.19781,G02,2,22401635.2539509,-205978.91181314,-2476.64749622345,45.7279545462889,17052279.025006,-17200691.334196,10827967.7662816,-369.617606606968,1295.30707437899,2795.23546356321,-0.000187320744894803
1429448063.29781,G02,2,22401588.35579,-206226.518633366,-2476.55436396599,45.7279545462889,17052242.0627647,-17200561.8016346,10828247.2891167,-369.626044880867,1295.34003241608,2795.2123467581,-0.000187320743951225
1429448063.39781,G02,2,22401541.1758349,-206474.12994647,-2476.64749622345,45.7279545462889,17052205.099678,-17200432.2657725,10828526.8096508,-369.634482588916,1295.37299034339,2795.18922937206,-0.000187320743007646
1429448063.49781,G02,2,22401493.981445,-206721.714360118,-2475.22257268429,45.7279545462889,17052168.1357486,-17200302.7266177,10828806.3278664,-369.642919730602,1295.40594815886,2795.16611140651,-0.000187320742063957
1429448063.59781,G02,2,22401446.7907178,-206969.31830132,-2475.46471655369,45.7279545462889,17052131.1709757,-17200173.1841682,10829085.8437679,-369.65135630605,1295.43890586299,2795.14299286111,-0.000187320741120378
1429448063.69781,G02,2,22401399.5696173,-207216.92426455,-2475.89312493801,45.7279545462889,17052094.2053588,-17200043.6384209,10829365.3573617,-369.659792315465,1295.47186345655,2795.11987373533,-0.0001873207401768
1429448063.79781,G02,2,22401352.4527557,-207464.523494959,-2476.55436396599,45.7279545462889,17052057.2388984,-17199914.0893785,10829644.8686423,-369.66822775867,1295.50482093888,2795.09675402961,-0.000187320739233221
1429448063.89781,G02,2,22401305.2440089,-207712.108929396,-2476.12595558167,45.7279545462889,17052020.2715949,-17199784.5370422,10829924.3776068,-369.676662635589,1295.53777830962,2795.0736337442,-0.000187320738289642
1429448063.99781,G02,2,22401257.9513809,-207959.728712201,-2476.14458203316,45.7254623645105,17051983.3034479,-17199654.9814095,10830203.8842609,-369.685096946393,1295.57073556944,2795.05051287863,-0.000187320737345953
1429448064.09781,G02,2,22401210.5226417,-208207.315891981,-2476.07007622719,45.7254623645105,17051946.334457,-17199525.4224797,10830483.3886056,-369.693530691113,1295.60369271846,2795.02739143282,-0.000187320736402374
1429448064.19781,G02,2,22401163.2667982,-208454.909153938,-2475.52059590817,45.7254623645105,17051909.3646225,-17199395.8602531,10830762.8906405,-369.701963869744,1295.63664975663,2795.0042694068,-0.000187320735458796
1429448064.29781,G02,2,22401116.0657333,-208702.505503178,-2476.18183493614,45.7254623645105,17051872.3939442,-17199266.2947288,10831042.3903675,-369.710396482342,1295.66960668415,2794.98114680042,-0.000187320734515217
1429448064.39781,G02,2,22401068.7130679,-208950.090554714,-2476.00488364697,45.7254623645105,17051835.422423,-17199136.7259103,10831321.887779,-369.718828528679,1295.70256350012,2794.9580236143,-0.000187320733571639
1429448064.49781,G02,2,22401021.4429583,-209197.67142725,-2476.20977461338,45.7254623645105,17051798.450059,-17199007.1537975,10831601.3828752,-369.727260008766,1295.73552020458,2794.93489984843,-0.000187320732627949
1429448064.59781,G02,2,22400974.211588,-209445.249367833,-2475.90243816376,45.7254623645105,17051761.4768522,-17198877.5783897,10831880.8756574,-369.735690922643,1295.76847679765,2794.91177550271,-0.000187320731684371
1429448064.69781,G02,2,22400926.888456,-209692.815881133,-2475.55784881115,45.7254623645105,17051724.5028017,-17198747.9996842,10832160.3661317,-369.744121270494,1295.80143328005,2794.88865057663,-0.000187320730740792
1429448064.79781,G02,2,22400879.6548432,-209940.396068096,-2475.66029429436,45.7254623645105,17051687.527908,-17198618.417683,10832439.8542937,-369.752551052187,1295.83438965126,2794.86552507055,-0.000187320729797213
1429448064.89781,G02,2,22400832.5677317,-210187.97538507,-2475.31570494175,45.7254623645105,17051650.5521721,-17198488.8323882,10832719.3401387,-369.760980267589,1295.86734591072,2794.84239898486,-0.000187320728853524
1429448064.99781,G02,2,22400785.6311309,-210435.541965008,-2476.95483267307,45.2973984380955,17051613.5755935,-17198359.2437984,10832998.8236693,-369.769408916784,1295.90030205874,2794.81927231935,-0.000187320727909945
1429448065.09781,G02,2,22400738.5800263,-210683.12270987,-2476.0328233242,45.2973984380955,17051576.5981723,-17198229.6519141,10833278.3048852,-369.777836999748,1295.93325809525,2794.79614507406,-0.000187320726966367
1429448065.19781,G02,2,22400691.5643663,-210930.703446507,-2475.72548687458,45.2973984380955,17051539.6199078,-17198100.0567322,10833557.7837925,-369.786264516684,1295.96621402099,2794.77301724846,-0.000187320726022788
1429448065.29781,G02,2,22400644.4164154,-211178.271084666,-2477.05727815628,45.2973984380955,17051502.6408,-17197970.4582529,10833837.260391,-369.794691467577,1295.99916983592,2794.74988884258,-0.00018732072507921
1429448065.39781,G02,2,22400597.2204869,-211425.83368063,-2475.52059590817,45.2973984380955,17051465.6608504,-17197840.8564807,10834116.7346706,-369.803117852134,1296.03212553883,2794.72675985726,-0.00018732072413552
1429448065.49781,G02,2,22400550.2779808,-211673.413486838,-2476.01419687271,45.2973984380955,17051428.6800584,-17197711.2514142,10834396.2066348,-369.811543670453,1296.06508113016,2794.70363029221,-0.000187320723191942
1429448065.59781,G02,2,22400503.0770675,-211920.994569063,-2475.98625719547,45.2973984380955,17051391.6984239,-17197581.6430516,10834675.6762869,-369.819968922646,1296.09803661026,2794.68050014715,-0.000187320722248363
1429448065.69781,G02,2,22400455.6705632,-212168.55789876,-2475.25982558727,45.2973984380955,17051354.7159459,-17197452.0313907,10834955.1436321,-369.82839360886,1296.13099197975,2794.65736942166,-0.000187320721304784
1429448065.79781,G02,2,22400408.5485294,-212416.113864899,-2475.94900429249,45.2973984380955,17051317.7326259,-17197322.4164352,10835234.6086621,-369.836817728857,1296.16394723764,2794.63423811643,-0.000187320720361206
1429448065.89781,G02,2,22400361.7333028,-212663.667576909,-2475.69754719734,45.2973984380955,17051280.7484641,-17197192.7981864,10835514.0713741,-369.845241282553,1296.1969023836,2794.61110623169,-0.000187320719417516
1429448065.99781,G02,2,22400314.6642349,-212911.210477352,-2474.8407304287,45.1910715908201,17051243.7634599,-17197063.1766418,10835793.5317736,-369.85366427011,1296.22985741826,2794.58797376697,-0.000187320718473938
1429448066.09781,G02,2,22400267.4368103,-213158.78759861,-2475.50196945667,45.1910715908201,17051206.7776116,-17196933.5517957,10836072.9898728,-369.862086691898,1296.26281234307,2794.56484072129,-0.000187320717530359
1429448066.19781,G02,2,22400220.3176542,-213406.341872931,-2476.47054493427,45.1910715908201,17051169.7909215,-17196803.9236551,10836352.4456563,-369.870508547467,1296.29576715621,2794.5417070959,-0.000187320716586781
1429448066.29781,G02,2,22400173.1168506,-213653.892195225,-2475.04562139511,45.1910715908201,17051132.8033899,-17196674.2922217,10836631.8991208,-369.878929836711,1296.32872185727,2794.51857289108,-0.000187320715643091
1429448066.39781,G02,2,22400126.0875295,-213901.430027843,-2475.86518526077,45.1910715908201,17051095.815017,-17196544.6574955,10836911.3502661,-369.887350559622,1296.36167644621,2794.49543810686,-0.000187320714699513
1429448066.49781,G02,2,22400078.9377918,-214148.970604181,-2475.88381171226,45.1910715908201,17051058.8258017,-17196415.0194723,10837190.799101,-369.895770716476,1296.39463092408,2794.4723027425,-0.000187320713755934
1429448066.59781,G02,2,22400031.7776925,-214396.514291406,-2474.15155172348,45.1910715908201,17051021.8357446,-17196285.3781549,10837470.24562,-369.9041903071,1296.42758529023,2794.44916679846,-0.000187320712812356
1429448066.69781,G02,2,22399984.7792016,-214644.064625144,-2475.71617364883,45.1910715908201,17050984.8448457,-17196155.7335418,10837749.6898256,-369.912609331584,1296.46053954494,2794.42603027453,-0.000187320711868777
1429448066.79781,G02,2,22399937.5106534,-214891.603228092,-2475.74411332607,45.1910715908201,17050947.8531043,-17196026.0856317,10838029.1317211,-369.921027790017,1296.49349368858,2794.40289317046,-0.000187320710925087
1429448066.89781,G02,2,22399890.3844908,-215139.128051519,-2475.306391716,45.1910715908201,17050910.8605215,-17195896.4344272,10838308.5713005,-369.929445682229,1296.52644772046,2794.37975548672,-0.000187320709981509
1429448066.99781,G02,2,22399843.004816,-215386.663669348,-2475.60441493988,44.693906641784,17050873.8670966,-17195766.7799264,10838588.0085682,-369.937863008345,1296.55940164107,2794.35661722295,-0.00018732070903793
1429448067.09781,G02,2,22399795.8814818,-215634.185791731,-2474.41232204437,44.693906641784,17050836.8728299,-17195637.1221298,10838867.4435229,-369.946279768343,1296.59235545027,2794.33347837927,-0.000187320708094352
1429448067.19781,G02,2,22399748.8317421,-215881.699571013,-2475.29707849026,44.693906641784,17050799.8777215,-17195507.4610375,10839146.8761642,-369.954695962202,1296.625309148,2794.31033895571,-0.000187320707150773
1429448067.29781,G02,2,22399701.7227959,-216129.213468552,-2474.4588881731,44.693906641784,17050762.8817723,-17195377.7966527,10839426.3064855,-369.963111589727,1296.65826273346,2794.28719895282,-0.000187320706207084
1429448067.39781,G02,2,22399654.4155825,-216376.716697931,-2474.43094849586,44.693906641784,17050725.8849803,-17195248.1289684,10839705.7345016,-369.971526651365,1296.69121620842,2794.26405836937,-0.000187320705263505
1429448067.49781,G02,2,22399607.0568749,-216624.235815287,-2476.0328233242,44.693906641784,17050688.8873466,-17195118.4579879,10839985.1602057,-369.979941146916,1296.72416957204,2794.24091720593,-0.000187320704319927
1429448067.59781,G02,2,22399559.9129456,-216871.744659543,-2475.89312493801,44.693906641784,17050651.888872,-17194988.7837139,10840264.5835916,-369.988355076192,1296.7571228236,2794.21777546301,-0.000187320703376348
1429448067.69781,G02,2,22399512.7910947,-217119.26619935,-2476.12595558167,44.693906641784,17050614.8895568,-17194859.1061468,10840544.0046582,-369.996768439168,1296.79007596295,2794.19463314071,-0.000187320702432658
1429448067.79781,G02,2,22399465.5994754,-217366.767640352,-2475.4460901022,44.693906641784,17050577.8894004,-17194729.4252849,10840823.4234096,-370.005181235969,1296.8230289906,2794.17149023867,-0.00018732070148908
1429448067.89781,G02,2,22399418.5065434,-217614.281607151,-2475.69754719734,44.693906641784,17050540.8884016,-17194599.7411241,10841102.8398547,-370.013593466856,1296.85598190755,2794.14834675618,-0.000187320700545501
1429448067.99781,G02,2,22399371.417439,-217861.799006224,-2474.12361204624,44.3449058376242,17050503.8865625,-17194470.0536709,10841382.2539789,-370.0220051314,1296.88893471211,2794.12520269443,-0.000187320699601923
1429448068.09781,G02,2,22399324.388303,-218109.301561594,-2474.54270720482,44.3449058376242,17050466.8838828,-17194340.3629241,10841661.6657848,-370.030416229685,1296.92188740456,2794.10205805321,-0.000187320698658344
1429448068.19781,G02,2,22399277.30827,-218356.805439353,-2475.05493462086,44.3449058376242,17050429.8803604,-17194210.6688769,10841941.0752878,-370.038826762164,1296.95483998671,2794.07891283126,-0.000187320697714655
1429448068.29781,G02,2,22399230.320454,-218604.295443058,-2473.09915721416,44.3449058376242,17050392.8759978,-17194080.9715368,10842220.4824709,-370.047236728337,1296.98779245655,2794.05576702999,-0.000187320696771076
1429448068.39781,G02,2,22399183.2008799,-218851.819466829,-2475.2039462328,44.3449058376242,17050355.8707942,-17193951.2709015,10842499.8873392,-370.055646128356,1297.02074481468,2794.03262064895,-0.000187320695827498
1429448068.49781,G02,2,22399136.0848753,-219099.288587451,-2474.50545430183,44.3449058376242,17050318.864749,-17193821.5669688,10842779.2898978,-370.064054962377,1297.05369706168,2794.00947368774,-0.000187320694883919
1429448068.59781,G02,2,22399089.0738402,-219346.78368032,-2474.81279075146,44.3449058376242,17050281.8578634,-17193691.8597421,10843058.6901387,-370.072463230163,1297.08664919663,2793.98632614702,-0.00018732069394034
1429448068.69781,G02,2,22399041.9398527,-219594.282369852,-2474.79416429996,44.3449058376242,17050244.8501376,-17193562.1492226,10843338.0880597,-370.080870931649,1297.11960121924,2793.96317802698,-0.000187320692996651
1429448068.79781,G02,2,22398994.8958048,-219841.782492876,-2474.04910624027,44.3449058376242,17050207.8415711,-17193432.4354076,10843617.4836665,-370.089278067013,1297.15255313018,2793.94002932713,-0.000187320692053072
1429448068.89781,G02,2,22398948.0301779,-220089.282412767,-2474.41232204437,44.3449058376242,17050170.8321637,-17193302.7182974,10843896.8769585,-370.097684636226,1297.18550492938,2793.91688004754,-0.000187320691109494
1429448068.99781,G02,2,22398901.0575867,-220336.772454977,-2475.19463300705,44.2175491332611,17050133.8219154,-17193172.9978905,10844176.2679388,-370.106090639398,1297.21845661719,2793.89373018795,-0.000187320690165915
1429448069.09781,G02,2,22398853.8455832,-220584.235174417,-2475.01768171787,44.2175491332611,17050096.8108265,-17193043.2741884,10844455.6566041,-370.114496076426,1297.25140819323,2793.87057974862,-0.000187320689222226
1429448069.19781,G02,2,22398806.6494939,-220831.729645729,-2474.08635914326,44.2175491332611,17050059.7988972,-17192913.5471918,10844735.042953,-370.122900947272,1297.28435965731,2793.84742872968,-0.000187320688278647
1429448069.29781,G02,2,22398759.4846292,-221079.207069278,-2473.18297624588,44.2175491332611,17050022.7861272,-17192783.8168988,10845014.4269892,-370.131305252044,1297.31731100987,2793.82427713083,-0.000187320687335069
1429448069.39781,G02,2,22398712.1898277,-221326.694666982,-2475.02699494362,44.2175491332611,17049985.7725167,-17192654.0833108,10845293.8087104,-370.139708990675,1297.35026225062,2793.80112495225,-0.00018732068639149
1429448069.49781,G02,2,22398665.0783134,-221574.163814664,-2474.62652623653,44.2175491332611,17049948.7580669,-17192524.3464311,10845573.1881086,-370.148112162937,1297.38321337864,2793.77797219461,-0.000187320685447911
1429448069.59781,G02,2,22398617.7594526,-221821.645056725,-2475.33433139324,44.2175491332611,17049911.7427758,-17192394.6062529,10845852.5651988,-370.156514769271,1297.41616439566,2793.75481885667,-0.000187320684504222
1429448069.69781,G02,2,22398570.5123104,-222069.121884108,-2475.03630816937,44.2175491332611,17049874.7266445,-17192264.8627796,10846131.9399737,-370.16491680947,1297.44911530083,2793.73166493902,-0.000187320683560643
1429448069.79781,G02,2,22398523.4623149,-222316.596697569,-2474.52408075333,44.2175491332611,17049837.7096734,-17192135.1160124,10846411.3124307,-370.173318283449,1297.48206609383,2793.7085104419,-0.000187320682617065
1429448069.89781,G02,2,22398476.4025205,-222564.069500446,-2473.25748205185,44.2175491332611,17049800.6918624,-17192005.3659512,10846690.6825699,-370.181719191218,1297.51501677468,2793.68535536528,-0.000187320681673486
1429448069.99781,G02,2,22398429.3975518,-222811.540456057,-2474.08635914326,44.0863556382269,17049763.6732108,-17191875.612593,10846970.0503976,-370.19011953297,1297.5479673441,2793.66219970866,-0.000187320680729908
1429448070.09781,G02,2,22398382.299541,-223059.000038147,-2474.7010320425,44.0863556382269,17049726.6537192,-17191745.8559396,10847249.41591,-370.198519308589,1297.58091780164,2793.63904347234,-0.000187320679786218
1429448070.19781,G02,2,22398335.2493823,-223306.466053128,-2474.62652623653,44.0863556382269,17049689.6333881,-17191616.0959929,10847528.7791032,-370.206918517956,1297.61386814682,2793.61588665666,-0.00018732067884264
1429448070.29781,G02,2,22398288.3315461,-223553.923307419,-2473.91872107983,44.0863556382269,17049652.6122176,-17191486.3327526,10847808.1399772,-370.215317161087,1297.64681837967,2793.5927292616,-0.000187320677899061
1429448070.39781,G02,2,22398241.3172879,-223801.378355861,-2475.12944042683,44.0863556382269,17049615.5902063,-17191356.566214,10848087.4985427,-370.223715238292,1297.67976850142,2793.56957128629,-0.000187320676955482
1429448070.49781,G02,2,22398194.3073075,-224048.839548349,-2473.43443334103,44.0863556382269,17049578.5673547,-17191226.7963787,10848366.8547961,-370.232112749474,1297.71271851164,2793.54641273102,-0.000187320676011793
1429448070.59781,G02,2,22398147.2900483,-224296.29747808,-2474.16086494923,44.0863556382269,17049541.5436635,-17191097.0232487,10848646.2087329,-370.240509694489,1297.74566840979,2793.52325359618,-0.000187320675068214
1429448070.69781,G02,2,22398100.1607142,-224543.750709534,-2474.51476752758,44.0863556382269,17049504.5191334,-17190967.2468266,10848925.5603475,-370.248906073189,1297.77861819522,2793.5000938822,-0.000187320674124636
1429448070.79781,G02,2,22398053.1504785,-224791.20112288,-2474.51476752758,44.0863556382269,17049467.4937638,-17190837.4671097,10849204.9096457,-370.25730188573,1297.81156786859,2793.47693358865,-0.000187320673181057
1429448070.89781,G02,2,22398006.1010547,-225038.653688073,-2474.68240559101,44.0863556382269,17049430.4675541,-17190707.6840961,10849484.2566315,-370.265697132249,1297.84451743038,2793.45377271516,-0.000187320672237479
1429448070.99781,G02,2,22397959.0042314,-225286.095720649,-2474.95248913765,44.2215368784996,17049393.4405049,-17190577.8977874,10849763.6013016,-370.274091812644,1297.87746688018,2793.43061126202,-0.000187320671293789
1429448071.09781,G02,2,22397911.8852528,-225533.53903532,-2474.76622462273,44.2215368784996,17049356.4126171,-17190448.1081867,10850042.9436492,-370.282485926707,1297.91041621719,2793.4074492298,-0.000187320670350211
1429448071.19781,G02,2,22397864.7650547,-225780.969523907,-2474.81279075146,44.2215368784996,17049319.3838893,-17190318.3152893,10850322.2836846,-370.290879474757,1297.94336544261,2793.38428661764,-0.000187320669406632
1429448071.29781,G02,2,22397817.5788479,-226028.417513371,-2475.5485355854,44.2215368784996,17049282.3543222,-17190188.5190963,10850601.6214047,-370.299272456706,1297.97631455609,2793.36112342579,-0.000187320668463054
1429448071.39781,G02,2,22397770.4218591,-226275.856214166,-2474.2167443037,44.2215368784996,17049245.3239156,-17190058.7196084,10850880.9568087,-370.307664872521,1298.00926355751,2793.33795965433,-0.000187320667519475
