gps_time,id,sv_id,pseudorange,carrier_phase,doppler_shift,CNo,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,clkErr
1429448061.70327,G02,2,24006481.7367906,-10983.3251651227,-3137.84927129746,47.4706534438202,17025976.9959291,-17108421.7967401,11024732.2038448,-375.43415435796,1318.54704958281,2778.77098242331,-0.000187320078711584
1429448061.80327,G02,2,24006421.9913449,-11297.1291187704,-3137.60712742805,47.4706534438202,17025939.4520525,-17108289.940183,11025010.0802057,-375.442193030624,1318.57992596284,2778.74745754607,-0.000187320077768005
1429448061.90327,G02,2,24006362.3325121,-11610.9226405025,-3138.35218548775,47.4706534438202,17025901.9073709,-17108158.0803347,11025287.9542217,-375.450231137684,1318.61280222347,2778.72393209225,-0.000187320076824427
1429448062.00327,G02,2,24006302.6616817,-11924.7265183926,-3137.79339194298,47.4706534438202,17025864.3618861,-17108026.2172005,11025565.8258815,-375.458268678817,1318.64567836335,2778.70040606281,-0.000187320075880848
1429448062.10327,G02,2,24006242.8862264,-12238.5386775881,-3138.89235258102,47.4706534438202,17025826.8155973,-17107894.3507778,11025843.6951906,-375.466305654181,1318.67855438315,2778.67687945728,-0.000187320074937158
1429448062.20327,G02,2,24006183.2410458,-12552.3208921179,-3138.41737806797,47.2348868778411,17025789.2685049,-17107762.481068,11026121.562146,-375.4743420637,1318.71143028249,2778.6533522759,-0.00018732007399358
1429448062.30327,G02,2,24006123.5912355,-12866.1350434721,-3138.92960548401,47.2348868778411,17025751.7206086,-17107630.6080694,11026399.426751,-375.482377907463,1318.74430606175,2778.62982451841,-0.000187320073050001
1429448062.40327,G02,2,24006063.8498852,-13179.9205425754,-3137.58850097656,47.2348868778411,17025714.1719089,-17107498.7317836,11026677.2890024,-375.490413185384,1318.77718172057,2778.60629618507,-0.000187320072106423
1429448062.50327,G02,2,24006003.9799022,-13493.7243801355,-3138.342872262,47.2348868778411,17025676.6224059,-17107366.8522113,11026955.1488989,-375.498447897426,1318.81005725876,2778.58276727601,-0.000187320071162844
1429448062.60327,G02,2,24005944.324368,-13807.5262580737,-3137.98896968365,47.2348868778411,17025639.0720996,-17107234.9693518,11027233.0064415,-375.506482043622,1318.84293267646,2778.55923779112,-0.000187320070219155
1429448062.70327,G02,2,24005884.6741988,-14121.3161510602,-3137.28116452694,47.2348868778411,17025601.5209903,-17107103.0832061,11027510.8616284,-375.51451562392,1318.87580797342,2778.53570773058,-0.000187320069275576
1429448062.80327,G02,2,24005825.1133875,-14435.1007443815,-3137.81201839447,47.2348868778411,17025563.9690771,-17106971.193771,11027788.7144663,-375.522548638516,1318.90868315045,2778.51217709381,-0.000187320068331998
1429448062.90327,G02,2,24005765.3397642,-14748.8938207105,-3137.71888613701,47.2348868778411,17025526.4163603,-17106839.3010468,11028066.5649543,-375.530581087389,1318.94155820742,2778.48864588089,-0.000187320067388419
1429448063.00327,G02,2,24005705.6532215,-15062.6951655671,-3138.36149871349,47.2348868778411,17025488.8628401,-17106707.405035,11028344.4130894,-375.538612970455,1318.97443314399,2778.46511409206,-0.000187320066444729
1429448063.10327,G02,2,24005645.7410624,-15376.4653821364,-3137.74682581425,47.2348868778411,17025451.3085172,-17106575.5057369,11028622.2588688,-375.54664428763,1319.00730795981,2778.44158172759,-0.000187320065501151
1429448063.20327,G02,2,24005585.9793588,-15690.2554099187,-3137.35567033291,47.3762044169007,17025413.7533908,-17106443.6031502,11028900.1022973,-375.554675039058,1319.04018265544,2778.41804878704,-0.000187320064557572
1429448063.30327,G02,2,24005526.2877055,-16004.0390464291,-3137.48605549336,47.3762044169007,17025376.1974619,-17106311.6972778,11029177.9433685,-375.562705224558,1319.07305723012,2778.39451527097,-0.000187320063613994
1429448063.40327,G02,2,24005466.6414776,-16317.8187855929,-3137.06696033478,47.3762044169007,17025338.6407297,-17106179.7881172,11029455.7820882,-375.570734844297,1319.10593168453,2778.37098117889,-0.000187320062670415
1429448063.50327,G02,2,24005406.8264717,-16631.5885514915,-3137.63506710529,47.3762044169007,17025301.0831944,-17106047.8756683,11029733.6184561,-375.578763898272,1319.13880601862,2778.34744651084,-0.000187320061726726
1429448063.60327,G02,2,24005347.2736364,-16945.3445294872,-3137.29979097843,47.3762044169007,17025263.5248567,-17105915.9599336,11030011.452467,-375.58679238633,1319.17168023179,2778.32391126723,-0.000187320060783147
1429448063.70327,G02,2,24005287.6408368,-17259.1229874417,-3138.08210194111,47.3762044169007,17025225.9657163,-17105784.040912,11030289.2841235,-375.594820308552,1319.20455432432,2778.30037544786,-0.000187320059839569
1429448063.80327,G02,2,24005227.8195718,-17572.8614127189,-3137.84927129746,47.3762044169007,17025188.4057726,-17105652.1186009,11030567.1134305,-375.602847665084,1319.23742829678,2778.27683905232,-0.00018732005889599
1429448063.90327,G02,2,24005168.0181484,-17886.6318617016,-3138.06347548962,47.3762044169007,17025150.8450263,-17105520.1930029,11030844.940383,-375.610874455779,1319.2703021486,2778.25330208102,-0.000187320057952411
1429448064.00327,G02,2,24005108.3019374,-18200.3914326727,-3137.54193484783,47.3762044169007,17025113.2834776,-17105388.2641187,11031122.7649793,-375.61890068059,1319.30317587954,2778.22976453412,-0.000187320057008722
1429448064.10327,G02,2,24005048.6839198,-18514.1355851367,-3137.67232000828,47.3762044169007,17025075.721126,-17105256.3319457,11031400.5872245,-375.626926339673,1319.33604949022,2778.20622641118,-0.000187320056065143
1429448064.20327,G02,2,24004989.0431974,-18827.8954305276,-3138.13798129559,47.3441265355831,17025038.157972,-17105124.3964862,11031678.4071144,-375.634951432899,1319.36892298013,2778.18268771256,-0.000187320055121565
1429448064.30327,G02,2,24004929.1979137,-19141.6465988532,-3137.91446387768,47.3441265355831,17025000.5940152,-17104992.4577378,11031956.2246534,-375.642975960408,1319.40179634978,2778.15914843788,-0.000187320054177986
1429448064.40327,G02,2,24004869.408682,-19455.3927720785,-3137.41154968739,47.3441265355831,17024963.0292564,-17104860.5157036,11032234.0398354,-375.650999922022,1319.43466959846,2778.13560858766,-0.000187320053234408
1429448064.50327,G02,2,24004809.7467899,-19769.1279949844,-3137.19734549522,47.3441265355831,17024925.4636953,-17104728.5703826,11032511.8526623,-375.659023317793,1319.46754272635,2778.11206816176,-0.000187320052290718
1429448064.60327,G02,2,24004749.8970919,-20082.862451911,-3137.58850097656,47.3441265355831,17024887.897332,-17104596.6217747,11032789.6631342,-375.667046147728,1319.50041573349,2778.08852716015,-0.00018732005134714
1429448064.70327,G02,2,24004690.1572287,-20396.604728885,-3137.77476549149,47.3441265355831,17024850.3301665,-17104464.6698796,11033067.4712516,-375.675068411851,1319.53328861993,2778.06498558279,-0.000187320050403561
1429448064.80327,G02,2,24004630.5509793,-20710.3521636203,-3137.34635710716,47.3441265355831,17024812.7621989,-17104332.7146974,11033345.2770145,-375.683090110157,1319.56616138565,2778.0414434297,-0.000187320049459982
1429448064.90327,G02,2,24004570.8673357,-21024.0913172513,-3137.22528517246,47.3441265355831,17024775.1934289,-17104200.7562269,11033623.0804254,-375.691111242725,1319.59903403093,2778.01790070065,-0.000187320048516293
1429448065.00327,G02,2,24004511.2079784,-21337.826407209,-3137.18803226948,47.3441265355831,17024737.6238569,-17104068.7944698,11033900.8814805,-375.699131809445,1319.63190655535,2777.99435739597,-0.000187320047572714
1429448065.10327,G02,2,24004451.5428841,-21651.5678526461,-3137.24391162396,47.3441265355831,17024700.0534824,-17103936.8294239,11034178.6801845,-375.707151810454,1319.66477895944,2777.97081351525,-0.000187320046629136
1429448065.20327,G02,2,24004391.8643722,-21965.2934157848,-3137.43017613888,47.1183274350953,17024662.4823062,-17103804.8610914,11034456.4765328,-375.715171245621,1319.69765124264,2777.9472690589,-0.000187320045685557
1429448065.30327,G02,2,24004332.2023873,-22279.0140591562,-3136.90863549709,47.1183274350953,17024624.910328,-17103672.8894713,11034734.2705274,-375.72319011501,1319.73052340519,2777.92372402675,-0.000187320044741979
1429448065.40327,G02,2,24004272.5762358,-22592.7417836189,-3137.26253807545,47.1183274350953,17024587.3375487,-17103540.9145669,11035012.0621614,-375.731208418419,1319.76339544627,2777.90017841937,-0.000187320043798289
1429448065.50327,G02,2,24004212.6966493,-22906.4724758714,-3137.96103000641,47.1183274350953,17024549.7639671,-17103408.9363734,11035289.8514444,-375.739226156138,1319.79626736701,2777.87663223596,-0.000187320042854711
1429448065.60327,G02,2,24004152.8427025,-23220.1742956042,-3136.20083034039,47.1183274350953,17024512.1895834,-17103276.9548916,11035567.6383754,-375.747243328126,1319.82913916728,2777.85308547661,-0.000187320041911132
1429448065.70327,G02,2,24004092.9264768,-23533.8948779404,-3137.57918775082,47.1183274350953,17024474.6143976,-17103144.9701214,11035845.4229546,-375.755259934393,1319.86201084709,2777.82953814129,-0.000187320040967554
1429448065.80327,G02,2,24004033.0669142,-23847.607529074,-3136.8900090456,47.1183274350953,17024437.0384109,-17103012.9820662,11036123.2051739,-375.76327597472,1319.89488240549,2777.8059902307,-0.000187320040023975
1429448065.90327,G02,2,24003973.3458489,-24161.3311767876,-3137.33704388142,47.1183274350953,17024399.4616228,-17102880.9907247,11036400.9850369,-375.7712914492,1319.92775384289,2777.78244174452,-0.000187320039080285
1429448066.00327,G02,2,24003913.7237771,-24475.0447317958,-3136.01456582546,47.1183274350953,17024361.8840334,-17102748.9960967,11036678.7625436,-375.779306357845,1319.96062515929,2777.75889268277,-0.000187320038136707
1429448066.10327,G02,2,24003854.0483321,-24788.7467209101,-3137.24391162396,47.1183274350953,17024324.3056421,-17102616.9981798,11036956.537699,-375.787320700795,1319.99349635527,2777.73534304502,-0.000187320037193128
1429448066.20327,G02,2,24003794.2294368,-25102.4497652501,-3136.79687678814,46.8238909264443,17024286.7264492,-17102484.9969754,11037234.3105002,-375.795334477971,1320.02636743049,2777.71179283151,-0.00018732003624955
1429448066.30327,G02,2,24003734.5161755,-25416.1475217789,-3137.27185130119,46.8238909264443,17024249.146455,-17102352.9924842,11037512.0809458,-375.803347689332,1320.05923838477,2777.68824204237,-0.00018732003530586
1429448066.40327,G02,2,24003674.6401882,-25729.8534276485,-3137.48605549336,46.8238909264443,17024211.5656597,-17102220.9847062,11037789.8490355,-375.811360334879,1320.09210921807,2777.66469067761,-0.000187320034362282
1429448066.50327,G02,2,24003614.704253,-26043.5591274947,-3137.24391162396,46.8238909264443,17024173.9840631,-17102088.9736413,11038067.6147697,-375.819372414618,1320.12497993042,2777.64113873722,-0.000187320033418703
1429448066.60327,G02,2,24003555.0184467,-26357.2473175377,-3137.29047775269,46.8238909264443,17024136.4016651,-17101956.9592884,11038345.378151,-375.827383928626,1320.15785052214,2777.61758622097,-0.000187320032475125
1429448066.70327,G02,2,24003495.2404478,-26670.9257998765,-3136.77825033665,46.8238909264443,17024098.8184659,-17101824.9416482,11038623.1391771,-375.835394876846,1320.19072099295,2777.59403312905,-0.000187320031531546
1429448066.80327,G02,2,24003435.4780012,-26984.6166542172,-3136.97382807732,46.8238909264443,17024061.2344658,-17101692.9207215,11038900.8978469,-375.843405259244,1320.2235913427,2777.57047946156,-0.000187320030587856
1429448066.90327,G02,2,24003375.8239138,-27298.3262146562,-3137.54193484783,46.8238909264443,17024023.6496644,-17101560.8965068,11039178.6541632,-375.851415075902,1320.25646157172,2777.54692521826,-0.000187320029644278
1429448067.00327,G02,2,24003316.3735136,-27612.0240060985,-3136.67580485344,46.8238909264443,17023986.0640625,-17101428.8690065,11039456.408121,-375.859424326684,1320.28933167943,2777.52337039958,-0.000187320028700699
1429448067.10327,G02,2,24003256.6087665,-27925.7105025202,-3136.86206936836,46.8238909264443,17023948.4776592,-17101296.8382177,11039734.1597266,-375.867433011766,1320.32220166654,2777.49981500499,-0.000187320027757121
1429448067.20327,G02,2,24003197.0590912,-28239.4073250443,-3136.27533614635,46.3445836823336,17023910.8904556,-17101164.8041436,11040011.908973,-375.875441130956,1320.35507153223,2777.47625903507,-0.000187320026813542
1429448067.30327,G02,2,24003137.6180498,-28553.0889934897,-3137.21597194672,46.3445836823336,17023873.3024489,-17101032.7667745,11040289.6558806,-375.883448684835,1320.38794127891,2777.45270248811,-0.000187320025869853
1429448067.40327,G02,2,24003077.9572745,-28866.7750848085,-3136.72237098217,46.3445836823336,17023835.7136428,-17100900.7261232,11040567.4004225,-375.891455672636,1320.42081090338,2777.42914536637,-0.000187320024926274
1429448067.50327,G02,2,24003018.2217637,-29180.4454968274,-3136.19151711464,46.3445836823336,17023798.1240368,-17100768.6821874,11040845.1426035,-375.899462094502,1320.45368040621,2777.40558766947,-0.000187320023982696
1429448067.60327,G02,2,24002958.5134098,-29494.1106954366,-3136.98314130306,46.3445836823336,17023760.5336302,-17100636.6349649,11041122.8824282,-375.907467950559,1320.48654978794,2777.382029397,-0.000187320023039117
1429448067.70327,G02,2,24002898.6477448,-29807.7677249759,-3135.99593937397,46.3445836823336,17023722.9424227,-17100504.5844539,11041400.6199002,-375.915473240926,1320.51941904899,2777.35847054866,-0.000187320022095427
1429448067.80327,G02,2,24002838.9847288,-30121.4322157651,-3137.36498355865,46.3445836823336,17023685.3504149,-17100372.530657,11041678.3550142,-375.923477965442,1320.55228818872,2777.33491112491,-0.000187320021151849
1429448067.90327,G02,2,24002779.2645685,-30435.0892986953,-3136.78756356239,46.3445836823336,17023647.757607,-17100240.4735741,11041956.0877702,-375.931482124115,1320.58515720713,2777.31135112574,-0.00018732002020827
1429448068.00327,G02,2,24002719.7172216,-30748.7531189919,-3138.39875161648,46.3445836823336,17023610.163999,-17100108.4132056,11042233.8181676,-375.939485716925,1320.61802610414,2777.2877905512,-0.000187320019264692
1429448068.10327,G02,2,24002659.9035261,-31062.4387162179,-3136.85275614262,46.3445836823336,17023572.5695899,-17099976.3495477,11042511.5462142,-375.947488744099,1320.65089488067,2777.26422940065,-0.000187320018321113
1429448068.20327,G02,2,24002600.1749615,-31376.0771210045,-3137.02970743179,46.3489820590194,17023534.9743812,-17099844.2826052,11042789.2718998,-375.955491205351,1320.68376353549,2777.24066767493,-0.000187320017377424
1429448068.30327,G02,2,24002540.5609775,-31689.7231589258,-3135.41851937771,46.3489820590194,17023497.3783721,-17099712.2123749,11043066.9952311,-375.963493100871,1320.7166320694,2777.2171053735,-0.000187320016433845
1429448068.40327,G02,2,24002480.775186,-32003.3780185878,-3136.34052872658,46.3489820590194,17023459.7815627,-17099580.1388573,11043344.7162069,-375.971494430635,1320.74950048226,2777.19354249643,-0.000187320015490267
1429448068.50327,G02,2,24002421.2719018,-32317.0404447764,-3136.23808324337,46.3489820590194,17023422.1839533,-17099448.0620533,11043622.4348258,-375.979495194593,1320.78236877388,2777.16997904387,-0.000187320014546688
1429448068.60327,G02,2,24002361.6077833,-32630.6787710935,-3137.31841742992,46.3489820590194,17023384.5855437,-17099315.981962,11043900.1510891,-375.987495392792,1320.81523694443,2777.14641501569,-0.000187320013603109
1429448068.70327,G02,2,24002302.0494815,-32944.3399265856,-3135.94937324524,46.3489820590194,17023346.9863343,-17099183.8985849,11044177.864994,-375.99549502515,1320.84810499356,2777.12285041214,-0.00018732001265942
1429448068.80327,G02,2,24002242.4116665,-33257.9698661119,-3136.14495098591,46.3489820590194,17023309.3863257,-17099051.8119233,11044455.5765376,-376.00349409159,1320.8809729209,2777.09928523346,-0.000187320011715841
1429448068.90327,G02,2,24002182.7202222,-33571.6092376858,-3135.70722937584,46.3489820590194,17023271.7855162,-17098919.7219711,11044733.2857326,-376.011492592476,1320.91384072798,2777.07571947858,-0.000187320010772263
1429448069.00327,G02,2,24002123.1566699,-33885.2583886236,-3135.47439873219,46.3489820590194,17023234.1839075,-17098787.6287347,11045010.9925655,-376.019490527427,1320.94670841318,2777.05215314864,-0.000187320009828684
1429448069.10327,G02,2,24002063.4015663,-34198.889905706,-3136.63855195045,46.3489820590194,17023196.5814986,-17098655.5322093,11045288.6970462,-376.027487896729,1320.97957597767,2777.02858624281,-0.000187320008884995
1429448069.20327,G02,2,24002003.7234505,-34512.517738685,-3136.24739646912,46.3041420268337,17023158.9782897,-17098523.4323968,11045566.3991713,-376.035484700276,1321.01244342103,2777.00501876137,-0.000187320007941416
1429448069.30327,G02,2,24001944.1643575,-34826.133394748,-3135.42783260345,46.3041420268337,17023121.3742811,-17098391.3292976,11045844.0989394,-376.043480938043,1321.04531074312,2776.98145070444,-0.000187320006997838
1429448069.40327,G02,2,24001884.5294782,-35139.7641612142,-3136.6478651762,46.3041420268337,17023083.7694733,-17098259.2229122,11046121.7963494,-376.051476609997,1321.07817794376,2776.95788207213,-0.000187320006054259
1429448069.50327,G02,2,24001824.7532409,-35453.4023641795,-3137.16940581799,46.3041420268337,17023046.1638666,-17098127.113243,11046399.4913966,-376.059471716001,1321.11104502242,2776.93431286482,-0.00018732000511068
1429448069.60327,G02,2,24001764.885818,-35767.0165487528,-3135.58615744114,46.3041420268337,17023008.5574589,-17097995.0002815,11046677.1840984,-376.067466256563,1321.14391198113,2776.91074308104,-0.000187320004166991
1429448069.70327,G02,2,24001705.2268065,-36080.6377395838,-3136.17289066315,46.3041420268337,17022970.9502525,-17097862.8840359,11046954.8744377,-376.075460231192,1321.17677881787,2776.88717272225,-0.000187320003223412
1429448069.80327,G02,2,24001645.5816182,-36394.2591758817,-3135.37195324898,46.3041420268337,17022933.3422472,-17097730.7645056,11047232.5624161,-376.08345363993,1321.20964553284,2776.8636017883,-0.000187320002279834
1429448069.90327,G02,2,24001586.0309289,-36707.8807944953,-3135.51165163517,46.3041420268337,17022895.7334423,-17097598.6416872,11047510.2480401,-376.091446482975,1321.24251212677,2776.84003027866,-0.000187320001336255
1429448070.00327,G02,2,24001526.4132788,-37021.4907307029,-3135.88418066502,46.3041420268337,17022858.1238377,-17097466.5155805,11047787.9313104,-376.099438760346,1321.27537859976,2776.81645819325,-0.000187320000392677
1429448070.10327,G02,2,24001466.615831,-37335.099721387,-3135.74448227882,46.3041420268337,17022820.5134336,-17097334.3861863,11048065.6122252,-376.107430471995,1321.30824495159,2776.79288553224,-0.000187319999448987
1429448070.20327,G02,2,24001406.796235,-37648.6948807687,-3136.82481646538,46.1360976400251,17022782.902231,-17097202.2535079,11048343.2907776,-376.115421617719,1321.34111118143,2776.76931229621,-0.000187319998505409
1429448070.30327,G02,2,24001347.0229351,-37962.2906347662,-3134.53376293182,46.1360976400251,17022745.2902284,-17097070.1175394,11048620.96698,-376.123412197886,1321.37397729074,2776.74573848411,-0.00018731999756183
1429448070.40327,G02,2,24001287.2852612,-38275.8796204925,-3136.20083034039,46.1360976400251,17022707.677428,-17096937.9782889,11048898.6408154,-376.131402212007,1321.4068432775,2776.72216409739,-0.000187319996618251
1429448070.50327,G02,2,24001227.3288248,-38589.4668084234,-3135.59547066689,46.1360976400251,17022670.0638281,-17096805.8357495,11049176.312298,-376.139391660486,1321.43970914339,2776.69858913483,-0.000187319995674562
1429448070.60327,G02,2,24001167.6791453,-38903.0822685808,-3137.45811581612,46.1360976400251,17022632.4494297,-17096673.6899255,11049453.981419,-376.147380543082,1321.47257488737,2776.67501359719,-0.000187319994730983
1429448070.70327,G02,2,24001108.0476232,-39216.6693485975,-3135.45577228069,46.1360976400251,17022594.8342323,-17096541.5408143,11049731.6481838,-376.155368859947,1321.50544051005,2776.65143748401,-0.000187319993787405
1429448070.80327,G02,2,24001048.3236807,-39530.2667466998,-3136.14495098591,46.1360976400251,17022557.2182361,-17096409.3884162,11050009.3125915,-376.163356611056,1321.53830601134,2776.62786079536,-0.000187319992843826
1429448070.90327,G02,2,24000988.4976838,-39843.8536568433,-3135.01805067062,46.1360976400251,17022519.6014409,-17096277.232731,11050286.9746427,-376.171343796432,1321.57117139129,2776.60428353121,-0.000187319991900248
1429448071.00327,G02,2,24000928.6910527,-40157.4466432035,-3135.91212034225,46.1360976400251,17022481.9838464,-17096145.0737571,11050564.6343408,-376.179330416175,1321.60403665031,2776.58070569125,-0.000187319990956558
1429448071.10327,G02,2,24000868.708909,-40471.0187847167,-3136.01456582546,46.1360976400251,17022444.3654533,-17096012.9114968,11050842.2916807,-376.187316470138,1321.63690178778,2776.55712727593,-0.00018731999001298
1429448071.20327,G02,2,24000808.9983071,-40784.593893975,-3135.80967485905,45.6763967140024,17022406.7462624,-17095880.7459526,11051119.9466573,-376.195301958178,1321.66976680308,2776.53354828567,-0.000187319989069401
