gps_time,satellite_id,sv_id,pseudorange,doppler_shift,cn0,azimuth,elevation,pseudorange_residual,pseudorange_corrected_cb
1429365603.0,PL01,31,36.333407,2.201,50.6577204397726,,,2.8632714910854875,35.45890591329467
1429365603.0,PL03,33,11.097,9.709,73.82667865809884,,,-0.044801484416070014,9.344808356473846
1429365603.0,PL04,34,7.763,-8.963,72.86178740374629,,,-1.0379509624267942,6.889159956382658
1429365603.0,G03,3,24465852.05936,1666.163,54.034150049585705,,,2.685392563408722,24465847.945175327
1429365603.0,G09,9,24282496.352152,-402.11,59.51396327922765,,,15.478166108197083,24282480.194940522
1429365603.0,G14,14,20692509.429,-203.737,72.76972947405879,,,6.247018953031411,20692502.86220354
1429365603.0,G15,15,24880652.014754,-4068.53,56.266520214773706,,,-69.14647214376319,24880719.36085932
1429365603.0,G18,18,21952160.576,2562.325,74.67180820902414,,,46.518814956015454,21952113.73863327
1429365603.0,G19,19,21608011.317749,-2166.968,55.51310337886553,,,-51.092829934143914,21608061.301929574
1429365603.0,G22,22,23696941.011498,2962.33,63.93312208512201,,,70.93008838332307,23696869.3835885
1429365603.0,G23,23,20732987.262,-1169.72,73.86073312681424,,,-21.47558352985371,20733007.90437527
1429365603.0,G27,27,21296926.758904997,1925.383,58.82338756941495,,,23.792332572108617,21296901.793121364
1429365603.0,G28,28,24137805.825,-2999.366,73.5238583368905,,,-58.1311093706726,24137862.122713815
1429365604.0,PL01,31,35.30108,2.918,51.682562319158514,,,2.4021971428549627,34.5154652702721
1429365604.0,PL03,33,9.267,9.478,73.37707541867493,,,0.30011658323161505,7.603694713451279
1429365604.0,PL04,34,9.531,-9.531,55.553260533102225,,,-1.3612391216048767,8.746046313360091
1429365604.0,G03,3,24465534.183882,1666.657,57.99273945876778,,,2.1886300186255774,24465530.163837764
1429365604.0,G09,9,24282572.990692,-404.096,61.350633560450795,,,15.526114251706918,24282556.930939686
1429365604.0,G14,14,20692548.321,-205.013,73.14342524127699,,,6.147131916377862,20692541.85087341
1429365604.0,G15,15,24881427.06066,-4067.576,53.03387153104949,,,-68.34618285274117,24881494.49766274
1429365604.0,G18,18,21951673.098,2561.093,74.25989777843472,,,46.53102573031576,21951626.35579494
1429365604.0,G19,19,21608423.591517,-2166.34,55.97483100618845,,,-51.0614263599178,21608473.67162237
1429365604.0,G22,22,23696377.391,2961.344,71.9794329094885,,,70.76291709417494,23696305.85657473
1429365604.0,G23,23,20733209.864,-1169.857,73.2344984706538,,,-21.396908819433133,20733230.60382254
1429365604.0,G27,27,21296560.400788,1925.599,57.85983981647387,,,23.765312101934274,21296535.531664945
1429365604.0,G28,28,24138376.583,-2999.379,73.20826292757823,,,-57.810556798931046,24138432.97657405
1429365605.0,PL01,31,33.129586,3.621,52.34289588247536,,,-0.09944279370894904,31.760833076108547
1429365605.0,PL03,33,7.516,8.83,74.39454800251217,,,0.8328388713203498,5.2695565192877165
1429365605.0,PL04,34,11.367,-9.72,73.41588988833357,,,-2.9267056140889522,9.998908119196528
1429365605.0,G03,3,24465216.847,1667.013,73.26626533719524,,,1.9924035668512161,24465212.249646112
1429365605.0,G09,9,24282650.053,-406.111,73.23316210666671,,,15.756385192288953,24282633.415946707
1429365605.0,G14,14,20692587.45,-206.221,73.07591658414094,,,6.032080747201043,20692580.406628046
1429365605.0,G15,15,24882206.698982,-4066.499,51.66299274583793,,,-64.23077501355212,24882273.554232605
1429365605.0,G18,18,21951185.855,2559.869,74.39437127998377,,,46.81301568077405,21951138.536269307
1429365605.0,G19,19,21608835.72661,-2165.743,56.155417892473345,,,-51.35179182140629,21608885.2295258
1429365605.0,G22,22,23695813.948,2960.501,74.1129975164961,,,69.93296770752866,23695741.835937876
1429365605.0,G23,23,20733432.498,-1170.052,72.99271505791204,,,-21.022779379026098,20733452.662285108
1429365605.0,G27,27,21296193.988091,1925.867,57.337974870422585,,,23.195086289211112,21296168.544236924
1429365605.0,G28,28,24138947.36,-2999.568,73.06778136979803,,,-57.288857985274,24139003.177421093
1429365606.0,PL01,31,31.065587999999998,4.308,54.05387373820966,,,-0.5822520013217765,30.037101221506084
1429365606.0,PL03,33,5.959,7.338,73.34905122267278,,,1.1711254810936902,4.052822664685259
1429365606.0,G03,3,24464899.602,1667.218,73.11501172621432,,,2.668023965898471,24464895.350387003
1429365606.0,G09,9,24282727.526,-408.132,73.24634448468429,,,15.335240400973277,24282711.236768648
1429365606.0,G14,14,20692626.801,-207.352,73.23478742546388,,,5.635791577044444,20692620.107145973
1429365606.0,G15,15,24882977.116089,-4065.317,52.79264958324216,,,-66.76650990581183,24883044.313149564
1429365606.0,G18,18,21950698.841,2558.673,73.34443305535578,,,46.279234189185814,21950651.86981609
1429365606.0,G19,19,21609247.506182,-2165.195,60.06748130628546,,,-51.253123563137336,21609297.356565278
1429365606.0,G22,22,23695250.65,2959.815,73.8913000621375,,,69.71527143904896,23695178.88318789
1429365606.0,G23,23,20733655.175,-1170.307,70.36542571459105,,,-21.119611490872188,20733675.68780435
1429365606.0,G27,27,21295827.506256998,1926.172,57.18028850320251,,,23.508297521266655,21295802.411757424
1429365606.0,G28,28,24139518.19,-2999.934,72.10002662631811,,,-57.00378546899228,24139574.35491038
1429365607.0,PL01,31,29.248282,4.973,56.87429546596833,,,-0.2259243548542595,29.43237091449548
1429365607.0,PL03,33,9.343838,4.206,47.229976285438426,,,4.004923567076483,8.650236357674654
1429365607.0,G03,3,24464582.334,1667.257,72.93854596503445,,,2.967987291466476,24464579.300910927
1429365607.0,G09,9,24282805.381,-410.133,73.2440271929106,,,15.246628947507622,24282790.31097995
1429365607.0,G14,14,20692666.36,-208.398,73.03536551942871,,,4.853622779201747,20692660.887864385
1429365607.0,G15,15,24883748.216398,-4064.052,54.977748328035354,,,-67.00309573491288,24883816.62806584
1429365607.0,G18,18,21950212.052,2557.522,72.31544129279406,,,45.3480129390471,21950166.299666062
1429365607.0,G19,19,21609659.412,-2164.711,73.16983273496876,,,-51.71138007943701,21609710.48111641
1429365607.0,G22,22,23694687.467,2959.292,73.08430363584272,,,70.58068036655712,23694616.917519923
1429365607.0,G23,23,20733877.906,-1170.626,73.1530504928569,,,-22.59631125261259,20733899.63986087
1429365607.0,G27,27,21295461.040004,1926.5,57.75569250119201,,,23.53320183972645,21295437.16615832
1429365607.0,G28,28,24140089.106,-3000.478,67.73209999573915,,,-57.55063267429542,24140146.489472006
1429365608.0,PL01,31,27.865682,5.615,63.8305260307655,,,-0.44550972587613,27.855854458195843
1429365608.0,PL03,33,4.483,-0.775,73.12410696742923,,,0.3704116363477603,3.5954819013750146
1429365608.0,G03,3,24464265.079496,1667.123,56.3311376661138,,,3.2433333196279066,24464261.857732512
1429365608.0,G09,9,24282883.614,-412.09,73.23134687048321,,,15.176346453332568,24282868.358621683
1429365608.0,G14,14,20692706.109,-209.355,73.19077560415491,,,5.707857022487785,20692700.45177391
1429365608.0,G15,15,24884520.280385,-4062.727,60.00271367598262,,,-68.1805209159318,24884588.50028931
1429365608.0,G18,18,21949725.475,2556.432,70.47664249704748,,,45.953547234141496,21949679.53532873
1429365608.0,G19,19,21610071.302,-2164.306,73.30362034539547,,,-50.785690234548184,21610122.183725696
1429365608.0,G22,22,23694124.368,2958.94,72.15060544963433,,,70.67366115232673,23694053.629522957
1429365608.0,G23,23,20734100.704,-1171.008,70.2566003370903,,,-21.428287935948703,20734122.252268597
1429365608.0,G27,27,21295094.099,1926.832,73.16093509363941,,,24.14475343605247,21295070.039289623
1429365608.0,G28,28,24140660.143,-3001.197,71.3567403645767,,,-57.170713001436326,24140717.338776994
1429365609.0,PL01,31,26.736,6.229,73.26946331925812,,,-0.3804839826033669,26.859936335778794
1429365609.0,PL02,32,15.015576,9.598,54.03300661446537,,,0.6253759227889534,14.261859810549838
1429365609.0,PL03,33,5.093,-5.338,73.3605829269091,,,0.17818636460382076,4.339245778957966
1429365609.0,G03,3,24463947.859,1666.808,73.27814155981416,,,3.2526195313394752,24463944.777631175
1429365609.0,G09,9,24282962.214,-413.981,73.2682795212662,,,15.253562927579948,24282947.0986841
1429365609.0,G14,14,20692746.032,-210.217,73.03348636341686,,,5.750846017485926,20692740.517948005
1429365609.0,G15,15,24885293.175,-4061.366,73.37255298710795,,,-68.06901946630471,24885361.530571364
1429365609.0,G18,18,21949239.099,2555.418,69.98911678043449,,,45.98457416925437,21949193.30037363
1429365609.0,G19,19,21610483.124,-2163.993,73.1915546918925,,,-50.782632361763646,21610534.146336872
1429365609.0,G22,22,23693561.319,2958.762,74.41220748282747,,,70.8415552120269,23693490.719377503
1429365609.0,G23,23,20734323.58,-1171.454,73.0574914507659,,,-21.479901317173173,20734345.270985164
1429365609.0,G27,27,21294727.404,1927.154,73.20983789768457,,,24.192555778062413,21294703.486062553
1429365609.0,G28,28,24141231.378528997,-3002.082,60.728526268817056,,,-57.1557062488436,24141288.716299787
1429365610.0,PL01,31,25.495,6.812,73.31499451244686,,,-0.32398392851501323,25.707130462275376
1429365610.0,PL02,32,12.677,9.721,68.78873157036925,,,0.16198351937553324,12.011477937046422
1429365610.0,PL03,33,6.382,-7.901,73.35471437122567,,,0.0703963539795549,5.716439905454547
1429365610.0,PL05,35,29.988,-4.109,73.13929010706764,,,-0.6975131153414373,31.03654410593707
1429365610.0,G03,3,24463630.721,1666.308,72.83424283209158,,,3.331990579710342,24463627.733041562
1429365610.0,G09,9,24283041.165,-415.783,73.23185034387143,,,15.278603790895083,24283026.144905165
1429365610.0,G14,14,20692786.109,-210.982,73.24895291539292,,,5.715874234781601,20692780.69062456
1429365610.0,G15,15,24886065.895,-4059.993,73.3227276800264,,,-67.97029258440342,24886134.340902306
1429365610.0,G18,18,21948752.908,2554.495,71.40046183379134,,,45.95959486682806,21948707.204132263
1429365610.0,G19,19,21610894.896,-2163.784,73.239244250365,,,-50.767517661108634,21610946.013792146
1429365610.0,G22,22,23692998.287,2958.756,70.85773124195376,,,70.86641733218822,23692927.781106222
1429365610.0,G23,23,20734546.548,-1171.963,72.70626065918826,,,-21.51193381975498,20734568.33495944
1429365610.0,G27,27,21294360.649,1927.45,73.17984520525945,,,24.197260568485596,21294336.8272068
1429365610.0,G28,28,24141802.892704997,-3003.125,58.95765394138516,,,-56.96742447967734,24141860.32442795
1429365611.0,PL01,31,24.146,7.36,73.22759562328127,,,-1.1159697893903724,18.42971004458971
1429365611.0,PL02,32,10.827,9.692,74.44268752818826,,,-2.4521188132212375,4.2330575193607585
1429365611.0,PL03,33,38.133191,-9.081,48.010058614903365,,,19.260717305927336,31.539210487768884
1429365611.0,PL05,35,30.704,-3.417,73.2636381835846,,,-5.63917560238369,25.824123688251408
1429365611.0,PL06,36,31.556,2.306,73.28146092479915,,,-2.8366195313087017,26.676327499492217
1429365611.0,G03,3,24463313.754418,1665.625,60.35106441458706,,,2.8778844269778157,24463304.84370897
1429365611.0,G09,9,24283120.449,-417.476,72.97413927103159,,,5.806224862005892,24283099.508320335
1429365611.0,G14,14,20692826.323,-211.649,73.12114278743374,,,5.630899401273909,20692814.986595005
1429365611.0,G15,15,24886838.354,-4058.633,73.3596029350359,,,-68.71955555129391,24886900.873436827
1429365611.0,G18,18,21948266.883,2553.676,73.8264143968115,,,42.31827038702029,21948215.25716117
1429365611.0,G19,19,21611306.639,-2163.69,73.09459289030173,,,-46.191688643876134,21611351.834611528
1429365611.0,G22,22,23692435.501286,2958.92,58.300025481161946,,,65.56841864612359,23692359.07194113
1429365611.0,G23,23,20734769.618,-1172.533,73.23274646980245,,,-17.81611592147094,20734785.484688167
1429365611.0,G27,27,21293993.842,1927.704,73.23351747518389,,,28.685017721619786,21293964.099661335
1429365611.0,G28,28,24142374.571403,-3004.314,56.407071151666095,,,-58.99272912565213,24142426.082469873
1429365612.0,G28,28,24142374.29,-3004.314,73.27481082563754,,,103.36703209784254,24141947.446756795
1429365612.0,PL02,32,9.004,9.416,73.19461802284813,,,-27.325168530982978,97.18474743990505
1429365612.0,PL03,33,21.831058,-9.577,53.26245944161961,,,-21.019866471312355,110.01176740831318
1429365612.0,PL05,35,31.288,-2.709,73.14034587583599,,,-32.701161782431996,121.1828136087957
1429365612.0,PL06,36,31.049,3.022,73.11481467238072,,,-27.3564545996595,120.94401742003652
1429365612.0,G03,3,24462996.853648,1664.762,58.909526432667406,,,150.51451940294726,24463082.72364517
1429365612.0,G09,9,24283200.043,-419.041,73.2206281928505,,,105.54242009874805,24283273.883379772
1429365612.0,G14,14,20692866.654,-212.22,72.40882133213427,,,-5.843657305274164,20692950.100947235
1429365612.0,G15,15,24887610.557,-4057.31,73.2234295606162,,,-54.44655302334205,24887767.85277727
1429365612.0,G18,18,21947781.003,2552.97,75.52404584439498,,,79.25770704280957,21947824.159220457
1429365612.0,G19,19,21611718.376,-2163.717,72.56788248389219,,,0.40587926861270773,21611858.35312669
1429365612.0,G22,22,23691872.197802,2959.248,56.11299120765877,,,56.550376275744284,23691890.547545154
1429365612.0,G23,23,20734992.803,-1173.159,73.40689112571293,,,26.77648000251874,20735103.453582674
1429365612.0,G27,27,21293626.992,1927.901,73.2675071837214,,,26.218190605010832,21293692.032953944
1429365612.0,G28,28,24142946.440874998,-3005.632,57.763820852913014,,,102.39475311544165,24143092.732624814
1429365613.0,G28,28,24142946.115,-3005.632,73.31687251395559,,,102.40669623553127,24142519.79368217
1429365613.0,PL02,32,7.272,8.68,73.25127153198025,,,-27.630936916292995,96.03367979590247
1429365613.0,PL03,33,11.636,-9.727,73.13242722257131,,,-29.955915293028156,100.39764176431059
1429365613.0,PL05,35,31.735,-1.989,73.0999305480065,,,-30.832244458311294,122.21074596479312
1429365613.0,PL06,36,30.407,3.723,73.12460292716837,,,-26.43247024900066,120.88294977603393
1429365613.0,G03,3,24462680.149732,1663.724,59.956215415499,,,149.85324622853966,24462766.606487885
1429365613.0,G09,9,24283279.921,-420.462,73.23778163136248,,,106.2430355714199,24283354.34972359
1429365613.0,G14,14,20692907.085,-212.697,71.52411577426373,,,-4.298739584392607,20692991.121243834
1429365613.0,G15,15,24888382.514,-4056.048,73.32048575675498,,,-53.04954539821178,24888540.3925391
1429365613.0,G18,18,21947295.245,2552.388,71.2558948742638,,,80.3794782699582,21947338.98838545
1429365613.0,G19,19,21612130.13,-2163.872,74.62514504135474,,,0.7814180643793947,21612270.694380652
1429365613.0,G22,22,23691308.977,2959.73,73.27160924477558,,,58.529015740149916,23691327.912188943
1429365613.0,G23,23,20735216.111,-1173.837,73.44776106031819,,,27.20450097113222,20735327.35011197
1429365613.0,G27,27,21293260.111,1928.028,73.16210338853934,,,27.329365143322647,21293325.74056231
1429365613.0,G28,28,24143518.6625,-3007.064,56.862413634054164,,,101.76506409957379,24143665.54202084
1429365614.0,G28,28,24143518.201,-3007.064,73.25611260181837,,,102.48140855395422,24143091.668993086
1429365614.0,PL02,32,5.759,7.004,73.1853767566828,,,-30.397124296485956,94.36715204159822
1429365614.0,PL03,33,21.67435,-9.682,47.910995839951504,,,-21.379976178670915,110.28246401000635
1429365614.0,PL05,35,32.044,-1.259,73.12847203842293,,,-31.848008916342238,122.36621821048887
1429365614.0,PL06,36,29.633,4.406,73.29239880056613,,,-28.339066658221768,119.95542202172967
1429365614.0,G03,3,24462363.862506002,1662.523,56.96732062174369,,,150.13494036981092,24462450.172250718
1429365614.0,G09,9,24283360.063366998,-421.725,61.75862017394788,,,106.33043127396331,24283434.346346363
1429365614.0,G14,14,20692947.598,-213.084,73.36147343375814,,,-4.943603404972691,20693031.490158297
1429365614.0,G15,15,24889154.239,-4054.871,73.0989169051268,,,-53.8365832950808,24889311.964499783
1429365614.0,G18,18,21946809.586,2551.934,73.33727912250806,,,80.09603196271883,21946853.183330897
1429365614.0,G19,19,21612541.925,-2164.158,73.19329539412229,,,0.29461656772718925,21612682.342596848
1429365614.0,G22,22,23690745.7,2960.355,73.25003052077452,,,57.864160901691776,23690764.487297602
1429365614.0,G23,23,20735439.553,-1174.563,73.26036315310814,,,26.85847319179402,20735550.647354208
1429365614.0,G27,27,21292893.213,1928.073,73.38123921666426,,,26.561865626659255,21292958.69719564
1429365614.0,G28,28,24144091.27108,-3008.589,56.311424911796855,,,102.29797339328752,24144238.00429654
1429365615.0,PL01,31,17.826,9.114,73.06234158412717,,,-0.7001518252603995,17.561242682917666
1429365615.0,PL02,32,4.719,3.568,73.40584652551159,,,0.11445259621899867,3.5765901576887114
1429365615.0,PL04,34,27.244,-5.963,73.31638295095003,,,-0.33094335623955556,26.97990372600565
1429365615.0,PL05,35,32.213,-0.523,73.30333274142231,,,-0.6093151333946176,32.78465632657936
1429365615.0,PL06,36,28.731,5.069,73.24872929480894,,,-0.7554117403517404,29.302860137820176
1429365615.0,G03,3,24462048.243329,1661.169,55.73846004361973,,,3.4692235854995834,24462044.806802012
1429365615.0,G09,9,24283440.414,-422.819,72.34648931959075,,,14.81503712810403,24283424.95247612
1429365615.0,G14,14,20692988.177,-213.388,73.18403093344654,,,5.839215316398202,20692982.32773719
1429365615.0,G15,15,24889925.75,-4053.798,72.96567990447808,,,-68.10919159971351,24889993.728573106
1429365615.0,G18,18,21946324.001,2551.614,73.48991996739996,,,45.86037727869874,21946277.85481424
1429365615.0,G19,19,21612953.788,-2164.576,73.22317721356458,,,-50.94165993429893,21613004.462446816
1429365615.0,G22,22,23690182.293,2961.107,73.25061439698864,,,70.9011740801466,23690111.334058724
1429365615.0,G23,23,20735663.137,-1175.329,73.0702899985212,,,-21.622475154178083,20735684.489766393
1429365615.0,G27,27,21292526.316,1928.024,73.25194528892857,,,24.241241194827616,21292502.058398902
1429365615.0,G28,28,24144664.274545003,-3010.187,55.36179174249399,,,-56.85427256249064,24144721.263105944
1429365616.0,PL02,32,4.515,-1.541,73.23169885243402,,,0.34604712269719357,3.220649666087555
1429365616.0,PL04,34,28.32,-5.337,73.26813725835237,,,-0.32267272647632755,27.903963234404493
1429365616.0,PL05,35,32.243,0.216,72.9321213742757,,,-0.7285888226920931,32.6627158349782
1429365616.0,PL06,36,27.705,5.706,73.28664190225324,,,-1.0035650541752517,28.124919646219016
1429365616.0,G03,3,24461732.481185,1659.679,55.2734109691985,,,3.4060978777397994,24461728.89899024
1429365616.0,G09,9,24283520.963,-423.736,73.12635174577979,,,14.910962361811531,24283505.357232757
1429365616.0,G14,14,20693028.806,-213.615,73.2722009079249,,,5.9016044363070845,20693022.813921615
1429365616.0,G15,15,24890697.068,-4052.85,73.32272061468376,,,-68.41955928880083,24890764.89533761
1429365616.0,G18,18,21945838.464,2551.429,70.09030928874505,,,45.98136685040487,21945792.172066122
1429365616.0,G19,19,21613365.743,-2165.124,73.53657017247569,,,-51.13864058631765,21613416.272872515
1429365616.0,G22,22,23689618.731,2961.971,73.32294046895764,,,70.91592550274623,23689547.625241194
1429365616.0,G23,23,20735886.87,-1176.129,72.64635121571168,,,-21.656494323195087,20735908.07775282
1429365616.0,G27,27,21292159.437,1927.872,71.49848553253565,,,24.0731946639408,21292135.035646513
1429365616.0,G28,28,24145237.097778,-3011.834,55.360525913223064,,,-57.14537592980372,24145293.941689394
1429365617.0,PL02,32,5.249,-5.836,72.99524096398483,,,0.530978907336874,3.892140720341307
1429365617.0,PL04,34,29.274,-4.684,73.06113253097936,,,-0.3053365724038566,28.795454288658245
1429365617.0,PL05,35,32.131,0.953,73.3834837419251,,,-0.7669878109989485,32.48820688923196
1429365617.0,PL05,35,32.131,0.953,73.3834837419251,,,-0.7669878109989485,32.48820688923196
1429365617.0,G03,3,24461416.978540998,1658.07,54.62893442524826,,,3.467970537529297,24461413.340037253
1429365617.0,G09,9,24283601.671,-424.472,73.24551009695756,,,14.94208205728323,24283586.00924043
1429365617.0,G14,14,20693069.471,-213.775,73.3519733694766,,,5.873254789547033,20693063.424942277
1429365617.0,G15,15,24891468.268271998,-4052.044,59.5761778794738,,,-68.51862748475283,24891536.03521587
1429365617.0,G18,18,21945352.95,2551.379,74.58081009232383,,,45.99447265131862,21945306.602958217
1429365617.0,G19,19,21613777.814,-2165.801,70.10892569288522,,,-51.25555684925526,21613828.286956932
1429365617.0,G22,22,23689054.996,2962.928,73.22822287848528,,,70.8878261358896,23688983.8332226
1429365617.0,G23,23,20736110.758,-1176.956,71.83939105821753,,,-21.716352013363533,20736131.91260217
1429365617.0,G27,27,21291792.598,1927.609,73.30710626779052,,,23.956294840709276,21291768.141363643
1429365617.0,G28,28,24145810.409913,-3013.509,54.658560246283756,,,-57.1823812289676,24145867.19744574
1429365618.0,PL01,31,12.407,9.728,73.03368480848302,,,-7.446106143907843,5.803475956798461
1429365618.0,PL02,32,45.045927,-8.139,49.092488213897646,,,23.828464314030736,37.56475043156951
1429365618.0,PL04,34,30.101,-4.009,73.15694090687825,,,-4.384879042029675,23.498136999886444
1429365618.0,PL05,35,31.88,1.686,73.26179588454615,,,-1.916209003180783,26.112889600460157
1429365618.0,PL06,36,25.304,6.894,73.30408802281893,,,-2.242410157940953,19.53709341170097
1429365618.0,G03,3,24461101.754168,1656.361,54.397224608718226,,,-4.010695552318915,24461091.996835254
1429365618.0,G09,9,24283682.503197,-425.025,55.253189155108764,,,8.46532504087724,24283660.724738933
1429365618.0,G09,9,24283682.501,-425.025,73.29141396663358,,,8.46312803974785,24283660.722541932
1429365618.0,G15,15,24892239.322075002,-4051.394,58.616073620140114,,,-67.08367489823662,24892300.96655015
1429365618.0,G18,18,21944867.432,2551.46,73.09949522596757,,,47.652491366625206,21944814.96685205
1429365618.0,G19,19,21614190.025,-2166.598,74.55335290948388,,,-48.01874437355958,21614234.380441353
1429365618.0,G22,22,23688491.071,2963.958,73.2024561739935,,,73.78489462858475,23688413.789478544
1429365618.0,G23,23,20736334.805,-1177.801,72.2284736099496,,,-17.51875201040469,20736349.842957832
1429365618.0,G27,27,21291425.82,1927.231,73.84108739935408,,,30.891238799453156,21291395.24822591
1429365618.0,G28,28,24146384.010864,-3015.187,55.380043268147666,,,-65.65226219767295,24146434.680889554
1429365619.0,PL01,31,10.558,9.671,73.21356839524235,,,-0.6993243004397054,10.217612876131493
1429365619.0,PL04,34,30.798,-3.315,73.2147787023599,,,-0.07244659353959504,30.458273919219476
1429365619.0,PL04,34,30.798,-3.315,73.2147787023599,,,-0.07244659353959504,30.458273919219476
1429365619.0,PL04,34,30.798,-3.315,73.2147787023599,,,-0.07244659353959504,30.458273919219476
1429365619.0,G03,3,24460786.615962,1654.576,54.37433822412607,,,3.555954968436428,24460783.127284497
1429365619.0,G09,9,24283763.418,-425.397,73.09776312143416,,,14.76424153323359,24283747.909985345
1429365619.0,G14,14,20693150.868,-213.934,73.2559127595987,,,5.802662147088714,20693144.979800064
1429365619.0,G15,15,24893010.177939,-4050.912,58.481010199778765,,,-68.09153440792971,24893078.087073635
1429365619.0,G18,18,21944381.887,2551.668,73.37779493887689,,,45.811260709418725,21944335.691248506
1429365619.0,G19,19,21614602.4,-2167.51,74.36123433913802,,,-51.174524465696145,21614653.025848288
1429365619.0,G22,22,23687926.946,2965.038,73.15700196364963,,,70.99633485625571,23687855.932554964
1429365619.0,G23,23,20736559.015,-1178.655,71.70896387466192,,,-21.84656436194592,20736580.324562635
1429365619.0,G27,27,21291059.125,1926.733,74.4468671659442,,,24.10084068576879,21291034.824126564
1429365619.0,G28,28,24146957.899630997,-3016.844,55.25535308372149,,,-57.35437856067829,24147014.839771383
1429365620.0,PL01,31,8.743,9.345,52.96436076163039,,,-0.86579514360629,8.463975857318719
1429365620.0,PL02,32,10.063,-9.616,73.15039896159725,,,0.6025905869011384,8.906323332089766
1429365620.0,PL03,33,23.554,-7.577,73.15775585137577,,,0.30992190262620933,22.397285300497888
1429365620.0,PL04,34,31.362,-2.605,73.15617354884269,,,-0.10967778982500154,31.0836369004067
1429365620.0,PL05,35,30.963,3.125,73.20083276106458,,,-0.5521871912008313,31.520389500980414
1429365620.0,PL05,35,30.963,3.125,73.20083276106458,,,-0.5521871912008313,31.520389500980414
1429365620.0,G03,3,24460471.81741,1652.735,54.72562513300472,,,3.63373163455803,24460468.396055304
1429365620.0,G09,9,24283844.39,-425.592,73.18057914295022,,,15.001814765126296,24283828.950364936
1429365620.0,G14,14,20693191.583541997,-213.956,63.73801060602157,,,5.7700842779286585,20693185.7653568
1429365620.0,G15,15,24893781.079761002,-4050.608,50.8745407484333,,,-68.28407348951619,24893849.052177943
1429365620.0,G18,18,21943896.29,2551.994,73.24797718631396,,,45.93627561742146,21943850.16204784
1429365620.0,G19,19,21615014.958,-2168.525,73.9546190657065,,,-51.18085632732432,21615065.651331626
1429365620.0,G22,22,23687362.755603,2966.146,59.078903918084485,,,71.01157927998979,23687291.80779289
1429365620.0,G23,23,20736783.386,-1179.511,72.66367271332841,,,-21.738081703691893,20736804.765558016
1429365620.0,G27,27,21290692.537,1926.115,71.81013315903043,,,23.961305120230502,21290668.306032084
1429365620.0,G28,28,24147532.070333,-3018.458,55.65196315661281,,,-57.09557959696572,24147589.078950133
1429365621.0,PL01,31,7.033,8.51,73.20284263752447,,,-0.7346061855472605,6.818660353479371
