gps_time,id,sv_id,pseudorange,carrier_phase,doppler_shift,CN0,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,clkErr
1429364550.29916,G01,1,23776798.0257075,-11537.5461226925,-3722.51495718956,39.6458617052328,15274303.5079816,-20337465.5450972,7609574.54716332,-161.109461350366,991.347275264561,2973.66394021921,0.00023231698699088
1429364550.39916,G01,1,23776727.066537,-11909.68535183,-3723.62323105335,39.6458617052328,15274287.4014858,-20337366.4258634,7609871.92143371,-161.119419673458,991.382134553045,2973.64772271831,0.000232316988521886
1429364550.49916,G01,1,23776655.9858979,-12281.8724070638,-3721.99341654777,39.6458617052328,15274271.2939935,-20337267.3031411,7610169.29409,-161.129377467558,991.416993822902,2973.63150458317,0.000232316990052891
1429364550.59916,G01,1,23776585.1747001,-12654.0166449174,-3720.18665075302,39.6458617052328,15274255.1855053,-20337168.1769338,7610466.66512186,-161.139334725216,991.451853074133,2973.61528581567,0.000232316991583898
1429364550.69916,G01,1,23776514.0092371,-13026.1237246767,-3719.28326785564,39.1339168488875,15274239.0760212,-20337069.047241,7610764.03453125,-161.149291440845,991.486712314188,2973.59906641394,0.000232316993114906
1429364550.79916,G01,1,23776443.2289394,-13398.2981922179,-3721.41599655151,39.1339168488875,15274222.9655412,-20336969.914062,7611061.40231931,-161.159247631207,991.521571550518,2973.58284637704,0.000232316994645914
1429364550.89916,G01,1,23776372.4702082,-13770.431202732,-3720.56849300861,39.1339168488875,15274206.8540653,-20336870.7773967,7611358.76848699,-161.169203288853,991.556430764496,2973.56662571151,0.000232316996176923
1429364550.99916,G01,1,23776301.8169743,-14142.5835656673,-3723.57666492462,39.1339168488875,15274190.7415934,-20336771.6372449,7611656.13303451,-161.179158408195,991.591289971024,2973.55040440895,0.000232316997707933
1429364551.09916,G01,1,23776230.86599,-14514.7533016354,-3722.22624719143,39.1339168488875,15274174.6281258,-20336672.493607,7611953.49596062,-161.189112989232,991.626149158925,2973.53418247215,0.000232316999238943
1429364551.19916,G01,1,23776159.9761566,-14886.8269308582,-3725.15991330147,39.1339168488875,15274158.5136627,-20336573.3464844,7612250.85726135,-161.199067037553,991.661008324474,2973.51795990486,0.000232317000769954
1429364551.29916,G01,1,23776089.2616949,-15259.0004205331,-3719.55335140228,39.1339168488875,15274142.3982039,-20336474.1958757,7612548.21694029,-161.209020556882,991.695867486298,2973.50173670333,0.000232317002300966
1429364551.39916,G01,1,23776018.9298797,-15631.1359697953,-3721.36011719704,39.1339168488875,15274126.2817493,-20336375.04178,7612845.57500082,-161.218973537907,991.730726636946,2973.48551286478,0.000232317003831979
1429364551.49916,G01,1,23775947.893262,-16003.3000060245,-3720.44742107391,39.1339168488875,15274110.1642991,-20336275.8841978,7613142.93144058,-161.22892598249,991.765585761517,2973.46928839758,0.000232317005362993
1429364551.59916,G01,1,23775876.9462033,-16375.4281853586,-3722.91542589664,39.1339168488875,15274094.0458539,-20336176.7231323,7613440.28625033,-161.238877892494,991.800444889814,2973.45306329429,0.000232317006894008
1429364551.69916,G01,1,23775806.506476,-16747.6174916327,-3723.31589460373,39.0146773844274,15274077.9264131,-20336077.5585802,7613737.63944018,-161.248829271644,991.835303992033,2973.4368375577,0.000232317008425023
1429364551.79916,G01,1,23775736.2895781,-17119.7386425212,-3720.52192687988,39.0146773844274,15274061.8059765,-20335978.3905401,7614034.99101378,-161.258780118078,991.870163075626,2973.42061119061,0.000232317009956039
1429364551.89916,G01,1,23775665.7503621,-17491.8990968019,-3722.4218249321,39.0146773844274,15274045.6845446,-20335879.2190137,7614332.34096608,-161.26873042807,991.905022166669,2973.40438418649,0.000232317011487056
1429364551.99916,G01,1,23775594.6134567,-17864.015543066,-3720.2425301075,39.0146773844274,15274029.5621176,-20335780.0440021,7614629.68929374,-161.278680197895,991.939881224185,2973.38815654907,0.000232317013018073
1429364552.09916,G01,1,23775524.0387926,-18236.1579929441,-3722.3007529974,39.0146773844274,15274013.4386955,-20335680.8655059,7614927.03599513,-161.288629436865,991.974740285426,2973.37192828022,0.000232317014549091
1429364552.19916,G01,1,23775453.1399725,-18608.2943927348,-3719.64648365974,39.0146773844274,15273997.3142781,-20335581.6835226,7615224.3810775,-161.298578144982,992.00959932059,2973.35569937713,0.000232317016080111
1429364552.29916,G01,1,23775382.6669293,-18980.437890321,-3720.28909623623,39.0146773844274,15273981.1888657,-20335482.4980546,7615521.72453358,-161.30852631852,992.044458348304,2973.33946983982,0.00023231701761113
1429364552.39916,G01,1,23775311.825216,-19352.5930087417,-3722.67328202724,39.0146773844274,15273965.0624582,-20335383.3090998,7615819.06636957,-161.318473953754,992.079317349941,2973.32323967107,0.000232317019142151
1429364552.49916,G01,1,23775240.9825809,-19724.7652584016,-3721.62088751793,39.0146773844274,15273948.9350556,-20335284.116659,7616116.40658312,-161.328421052545,992.114176347852,2973.30700886808,0.000232317020673173
1429364552.59916,G01,1,23775170.2803191,-20096.8790081739,-3723.16688299179,39.0146773844274,15273932.8066583,-20335184.9207333,7616413.74517091,-161.338367627934,992.149035323411,2973.29077743087,0.000232317022204195
1429364552.69916,G01,1,23775099.4634239,-20468.9805583507,-3722.83160686493,38.856289770185,15273916.6772659,-20335085.7213209,7616711.0821384,-161.34831365943,992.183894295245,2973.27454536036,0.000232317023735218
1429364552.79916,G01,1,23775028.271309,-20841.1023884416,-3724.85257685184,38.856289770185,15273900.5468787,-20334986.518423,7617008.41748142,-161.358259158209,992.218753248453,2973.25831265841,0.000232317025266242
1429364552.89916,G01,1,23774957.2465113,-21213.2722305954,-3722.09586203098,38.856289770185,15273884.4154967,-20334887.312039,7617305.75120206,-161.368204116821,992.253612183034,2973.24207931943,0.000232317026797266
1429364552.99916,G01,1,23774886.5157311,-21585.3983523399,-3722.17036783695,38.856289770185,15273868.28312,-20334788.1021691,7617603.08329973,-161.378148553893,992.288471121341,2973.22584534902,0.000232317028328291
1429364553.09916,G01,1,23774816.018718,-21957.5283688232,-3719.17150914669,38.856289770185,15273852.1497486,-20334688.8888132,7617900.41377448,-161.388092447072,992.323330029845,2973.20961074624,0.000232317029859318
1429364553.19916,G01,1,23774745.7134441,-22329.656068325,-3722.1796810627,38.856289770185,15273836.0153824,-20334589.6719705,7618197.74262874,-161.398035813123,992.358188930899,2973.19337550737,0.000232317031390344
1429364553.29916,G01,1,23774675.2880164,-22701.7637480497,-3720.37291526794,38.856289770185,15273819.8800216,-20334490.4516419,7618495.06985995,-161.407978639007,992.393047809601,2973.17713963706,0.000232317032921372
1429364553.39916,G01,1,23774604.3340498,-23073.8845272288,-3722.94336557388,38.856289770185,15273803.7436663,-20334391.2278272,7618792.39546807,-161.417920930311,992.427906684577,2973.16090313066,0.000232317034452401
1429364553.49916,G01,1,23774533.4750241,-23446.0144957155,-3723.46490621567,38.856289770185,15273787.6063166,-20334292.0005277,7619089.71944975,-161.427862688899,992.462765537202,2973.14466599468,0.00023231703598343
1429364553.59916,G01,1,23774462.6950862,-23818.1206633151,-3722.09586203098,38.856289770185,15273771.4679726,-20334192.7697428,7619387.04180666,-161.43780391477,992.497624382377,2973.12842822447,0.00023231703751446
1429364553.69916,G01,1,23774392.0735286,-24190.2720818222,-3721.11797332764,38.635522095572,15273755.3286343,-20334093.5354721,7619684.36253959,-161.44774459675,992.53248321265,2973.1121898219,0.000232317039045491
1429364553.79916,G01,1,23774321.0603477,-24562.3645235449,-3720.9689617157,38.635522095572,15273739.1883016,-20333994.2977146,7619981.68165158,-161.457684759051,992.567342020571,2973.09595078416,0.000232317040576522
1429364553.89916,G01,1,23774250.020002,-24934.4780602232,-3721.76989912987,38.635522095572,15273723.0469746,-20333895.0564717,7620278.99913872,-161.467624377459,992.602200821042,2973.07971111219,0.000232317042107554
1429364553.99916,G01,1,23774179.0953005,-25306.630879879,-3722.36594557762,38.635522095572,15273706.9046535,-20333795.8117434,7620576.31500058,-161.477563461289,992.637059610337,2973.06347080972,0.000232317043638588
1429364554.09916,G01,1,23774107.909477,-25678.7054014206,-3726.03535652161,38.635522095572,15273690.7613382,-20333696.5635285,7620873.62924067,-161.48750201799,992.671918384731,2973.04722987209,0.000232317045169621
1429364554.19916,G01,1,23774037.2285261,-26050.8129207343,-3719.79549527168,38.635522095572,15273674.6170288,-20333597.3118282,7621170.94185555,-161.497440032661,992.706777140498,2973.03098830022,0.000232317046700656
1429364554.29916,G01,1,23773965.7654513,-26422.9425741732,-3722.18899428844,38.635522095572,15273658.4717253,-20333498.0566415,7621468.25284809,-161.50737751089,992.741635881364,2973.01474609599,0.000232317048231692
1429364554.39916,G01,1,23773894.7476368,-26795.0281483978,-3722.7850407362,38.635522095572,15273642.3254282,-20333398.7979711,7621765.56221022,-161.517314465716,992.776494611055,2972.99850326031,0.000232317049762728
1429364554.49916,G01,1,23773823.7647502,-27167.1668952107,-3720.21459043026,38.635522095572,15273626.1781368,-20333299.5358129,7622062.86995421,-161.527250874788,992.811353333294,2972.98225978948,0.000232317051293765
1429364554.59916,G01,1,23773752.8586549,-27539.2659605294,-3722.89679944515,38.635522095572,15273610.0298516,-20333200.2701687,7622360.17607411,-161.537186754867,992.846212029457,2972.96601568628,0.000232317052824803
1429364554.69916,G01,1,23773681.5518122,-27911.3551002294,-3722.04929590225,38.6417322765671,15273593.8805725,-20333101.0010391,7622657.48056859,-161.547122102231,992.881070718169,2972.94977094699,0.000232317054355841
1429364554.79916,G01,1,23773610.5757699,-28283.4736234546,-3720.53124010563,38.6417322765671,15273577.7302998,-20333001.728424,7622954.78343799,-161.55705691129,992.915929399431,2972.93352557532,0.00023231705588688
1429364554.89916,G01,1,23773539.9530826,-28655.5828439742,-3721.90959751606,38.6417322765671,15273561.5790331,-20332902.4523215,7623252.08468733,-161.566991189495,992.95078805089,2972.91727957316,0.000232317057417921
1429364554.99916,G01,1,23773469.3153012,-29027.7084894627,-3723.3904004097,38.6417322765671,15273545.4267727,-20332803.1727331,7623549.38431272,-161.576924929395,992.985646698624,2972.9010329349,0.000232317058948961
1429364555.09916,G01,1,23773398.2535476,-29399.8059014827,-3720.04695236683,38.6417322765671,15273529.2735188,-20332703.8896593,7623846.68231211,-161.586858134717,993.020505335182,2972.88478566427,0.000232317060480003
1429364555.19916,G01,1,23773327.2254672,-29771.9167789072,-3720.55917978287,38.6417322765671,15273513.1192714,-20332604.6031003,7624143.97868512,-161.596790809184,993.055363941938,2972.86853776127,0.000232317062011046
1429364555.29916,G01,1,23773256.0131155,-30143.9922619909,-3719.46953237057,38.6417322765671,15273496.9640304,-20332505.313055,7624441.27343462,-161.60672294721,993.090222552419,2972.85228922497,0.000232317063542089
1429364555.39916,G01,1,23773185.3789546,-30516.0769313574,-3715.98638594151,38.6417322765671,15273480.807796,-20332406.0195238,7624738.56656001,-161.616654546931,993.125081144273,2972.83604005259,0.000232317065073133
1429364555.49916,G01,1,23773114.0792979,-30888.2073177397,-3719.46953237057,38.6417322765671,15273464.6505683,-20332306.7225072,7625035.858059,-161.626585617661,993.159939713776,2972.81979024783,0.000232317066604178
1429364555.59916,G01,1,23773043.1846519,-31260.244258225,-3721.90028429031,38.6417322765671,15273448.4923471,-20332207.4220044,7625333.1479346,-161.636516155675,993.194798268378,2972.80353980977,0.000232317068135223
1429364555.69916,G01,1,23772971.671477,-31632.3484913111,-3721.00621461868,37.2888292695935,15273432.3331326,-20332108.1180155,7625630.43618589,-161.646446155384,993.229656811804,2972.78728874121,0.000232317069666269
1429364555.79916,G01,1,23772900.749016,-32004.4443997443,-3718.33331882954,37.2888292695935,15273416.1729252,-20332008.8105425,7625927.72280707,-161.656375616789,993.264515344054,2972.77103703748,0.000232317071197316
1429364555.89916,G01,1,23772829.6816104,-32376.5175791085,-3718.37988495827,37.2888292695935,15273400.0117244,-20331909.4995822,7626225.00780778,-161.66630454734,993.299373868853,2972.7547846986,0.000232317072728364
1429364555.99916,G01,1,23772758.9067743,-32748.6057365388,-3721.20179235935,37.2888292695935,15273383.8495303,-20331810.1851356,7626522.29118503,-161.676232947037,993.3342323713,2972.73853173014,0.000232317074259413
1429364556.09916,G01,1,23772688.0140861,-33120.6702037752,-3715.95844626427,37.2888292695935,15273367.6863432,-20331710.8672038,7626819.57293495,-161.686160810292,993.369090855122,2972.72227812745,0.000232317075790462
1429364556.19916,G01,1,23772617.2328785,-33492.8054223657,-3721.58363461494,37.2888292695935,15273351.522163,-20331611.5457851,7627116.85306306,-161.69608813338,993.403949327767,2972.70602388959,0.000232317077321513
1429364556.29916,G01,1,23772546.2692344,-33864.900156796,-3720.67093849182,37.2888292695935,15273335.3569899,-20331512.2208812,7627414.1315638,-161.706014931202,993.438807789236,2972.68976901658,0.000232317078852564
1429364556.39916,G01,1,23772475.1609763,-34236.9407271743,-3722.81298041344,37.2888292695935,15273319.1908239,-20331412.8924914,7627711.40843961,-161.715941188857,993.473666232079,2972.67351351492,0.000232317080383615
1429364556.49916,G01,1,23772404.3551363,-34609.0554087311,-3719.74892914295,37.2888292695935,15273303.0236652,-20331313.5606169,7628008.68368678,-161.725866913795,993.508524667472,2972.65725737903,0.000232317081914668
1429364556.59916,G01,1,23772334.1110814,-34981.1323036402,-3721.88165783882,37.2888292695935,15273286.8555134,-20331214.2252552,7628305.95731255,-161.735792102292,993.543383084238,2972.64100060891,0.000232317083445721
1429364556.69916,G01,1,23772263.1493186,-35353.2468830496,-3721.91891074181,37.2888292695935,15273270.6863689,-20331114.8864077,7628603.22931304,-161.745716754347,993.578241493553,2972.62474320736,0.000232317084976775
1429364556.79916,G01,1,23772192.8783154,-35725.3197531551,-3718.47301721573,35.8296889663969,15273254.5162319,-20331015.5440753,7628900.49968496,-161.755640879273,993.613099876791,2972.60848516878,0.00023231708650783
1429364556.89916,G01,1,23772121.7691525,-36097.4155632854,-3721.5743213892,35.8296889663969,15273238.3451019,-20330916.1982555,7629197.76843583,-161.76556446217,993.647958245128,2972.59222649783,0.000232317088038886
1429364556.99916,G01,1,23772050.8505991,-36469.4521653503,-3723.12963008881,35.8296889663969,15273222.1729795,-20330816.848951,7629495.03555791,-161.775487514213,993.68281660974,2972.57596719544,0.000232317089569942
1429364557.09916,G01,1,23771980.0523206,-36841.5319822431,-3722.98061847687,35.8296889663969,15273205.9998647,-20330717.4961608,7629792.30105381,-161.785410035402,993.717674948275,2972.55970726069,0.000232317091101
1429364557.19916,G01,1,23771909.4368511,-37213.6289768517,-3719.5160984993,35.8296889663969,15273189.8257572,-20330618.1398842,7630089.56492548,-161.795332016423,993.752533279359,2972.54344669078,0.000232317092632058
1429364557.29916,G01,1,23771839.0779048,-37585.6902847737,-3721.5743213892,35.8296889663969,15273173.6506572,-20330518.7801217,7630386.82717199,-161.805253466591,993.787391588092,2972.52718548663,0.000232317094163116
1429364557.39916,G01,1,23771768.6595585,-37957.7218929678,-3721.54638171196,35.8296889663969,15273157.4745649,-20330419.4168731,7630684.08779294,-161.815174378455,993.822249896824,2972.51092365105,0.000232317095694176
1429364557.49916,G01,1,23771698.3744742,-38329.7805971503,-3721.91891074181,35.8296889663969,15273141.29748,-20330320.0501377,7630981.34679116,-161.825094757602,993.85710817948,2972.4946611803,0.000232317097225236
1429364557.59916,G01,1,23771627.0776877,-38701.9113161564,-3720.07489204407,35.8296889663969,15273125.119403,-20330220.6799168,7631278.60416241,-161.835014605895,993.89196645841,2972.47839807905,0.000232317098756297
1429364557.69916,G01,1,23771556.3876844,-39073.9818906635,-3721.0900336504,35.8296889663969,15273108.940334,-20330121.306212,7631575.85990163,-161.844933917746,993.926824707538,2972.46213434357,0.000232317100287359
1429364557.79916,G01,1,23771485.6799092,-39446.0262046158,-3718.75241398811,37.562960790974,15273092.7602725,-20330021.929019,7631873.11402177,-161.854852691293,993.961682949215,2972.44586997479,0.000232317101818422
1429364557.89916,G01,1,23771415.3050942,-39818.0540523529,-3718.64996850491,37.562960790974,15273076.5792189,-20329922.5483406,7632170.36651461,-161.86477093026,993.996541183442,2972.42960497085,0.000232317103349485
1429364557.99916,G01,1,23771344.5922198,-40190.1319966167,-3718.94799172878,37.562960790974,15273060.3971733,-20329823.1641768,7632467.61738004,-161.874688642099,994.031399391592,2972.4133393364,0.00023231710488055
1429364558.09916,G01,1,23771273.9930811,-40562.1875266135,-3721.08072042465,37.562960790974,15273044.2141356,-20329723.7765267,7632764.86662047,-161.884605811909,994.066257592291,2972.39707306772,0.000232317106411615
1429364558.19916,G01,1,23771203.010819,-40934.2412158549,-3719.59060430527,37.562960790974,15273028.0301063,-20329624.3853925,7633062.11422927,-161.894522447139,994.101115781814,2972.38080616482,0.00023231710794268
1429364558.29916,G01,1,23771132.0543344,-41306.2870774865,-3720.16802430153,37.562960790974,15273011.8450851,-20329524.9907731,7633359.36020972,-161.904438551515,994.135973948985,2972.36453863233,0.000232317109473747
1429364558.39916,G01,1,23771061.2703399,-41678.3574765623,-3720.78269720078,37.562960790974,15272995.659072,-20329425.5926673,7633656.60456566,-161.914354115725,994.170832104981,2972.34827046469,0.000232317111004814
1429364558.49916,G01,1,23770989.8376979,-42050.4297083318,-3720.27978301048,37.562960790974,15272979.4720669,-20329326.1910742,7633953.84729927,-161.924269150943,994.205690249801,2972.33200166095,0.000232317112535882
1429364558.59916,G01,1,23770919.8015515,-42422.4363775402,-3721.12728655338,37.562960790974,15272963.2840701,-20329226.7859957,7634251.08840497,-161.934183655307,994.240548379719,2972.31573222671,0.000232317114066951
1429364558.69916,G01,1,23770848.8480428,-42794.5338187516,-3720.14008462429,37.562960790974,15272947.0950815,-20329127.3774313,7634548.32788441,-161.944097619504,994.275406491011,2972.29946215916,0.000232317115598021
1429364558.79916,G01,1,23770778.2515165,-43166.6139566451,-3721.2111055851,37.2072897266684,15272930.9050986,-20329027.9653642,7634845.56578747,-161.954011052847,994.310264583677,2972.28319145553,0.000232317117129092
1429364558.89916,G01,1,23770707.4528446,-43538.5837376416,-3721.08072042465,37.2072897266684,15272914.7141269,-20328928.5498282,7635142.802013,-161.963923949748,994.345122665167,2972.26692011952,0.000232317118660163
1429364558.99916,G01,1,23770636.4157645,-43910.6838435978,-3721.44393622875,37.2072897266684,15272898.5221634,-20328829.1308048,7635440.03661657,-161.973836308345,994.379980742931,2972.25064815208,0.000232317120191235
1429364559.09916,G01,1,23770566.1097211,-44282.7164018452,-3718.84554624557,37.2072897266684,15272882.3292087,-20328729.7082973,7635737.26958819,-161.983748139814,994.414838783443,2972.23437555321,0.000232317121722308
1429364559.19916,G01,1,23770495.0766423,-44654.7680343091,-3722.96199202537,37.2072897266684,15272866.1352625,-20328630.2823043,7636034.50093185,-161.993659429252,994.449696831405,2972.21810231823,0.000232317123253381
1429364559.29916,G01,1,23770424.1546587,-45026.8076060861,-3722.56152331829,37.2072897266684,15272849.9403251,-20328530.8528255,7636331.73064811,-162.003570191562,994.48455484584,2972.2018284509,0.000232317124784456
1429364559.39916,G01,1,23770352.8762358,-45398.8679104894,-3723.15756976604,37.2072897266684,15272833.7443961,-20328431.4198598,7636628.95874087,-162.013480413705,994.519412856549,2972.18555395026,0.000232317126315531
1429364559.49916,G01,1,23770281.9195043,-45770.9580426216,-3717.54169464111,37.2072897266684,15272817.5474764,-20328331.9834115,7636926.18519658,-162.023390104994,994.554270844907,2972.16927881911,0.000232317127846607
1429364559.59916,G01,1,23770210.5785764,-46142.9762984514,-3721.28561139107,37.2072897266684,15272801.3495649,-20328232.5434738,7637223.41003609,-162.033299256116,994.589128829539,2972.15300305188,0.000232317129377683
1429364559.69916,G01,1,23770139.7112855,-46514.9791888148,-3721.84440493584,37.2072897266684,15272785.1506625,-20328133.1000516,7637520.63324421,-162.043207878247,994.623986788094,2972.13672665227,0.000232317130908761
1429364559.79916,G01,1,23770067.8037949,-46887.0152672976,-3720.78269720078,36.4083359100952,15272768.9507688,-20328033.6531425,7637817.85482809,-162.053115958348,994.658844742924,2972.12044961937,0.000232317132439839
1429364559.89916,G01,1,23769996.6601548,-47259.08825697,-3720.13077139854,36.4083359100952,15272752.7498843,-20327934.2027495,7638115.07477886,-162.06302351132,994.693702682853,2972.10417195503,0.000232317133970918
1429364559.99916,G01,1,23769925.3092338,-47631.1469639093,-3724.69425201416,36.4083359100952,15272736.5480086,-20327834.7488692,7638412.29310689,-162.072930529714,994.728560592979,2972.08789365366,0.000232317135501998
1429364560.09916,G01,1,23769854.679795,-48003.1539581865,-3724.15408492088,36.4083359100952,15272720.3451421,-20327735.2915041,7638709.50980414,-162.082837011665,994.76341849938,2972.07161472272,0.000232317137033078
1429364560.19916,G01,1,23769783.7802478,-48375.2338778079,-3718.97593140602,36.4083359100952,15272704.1412849,-20327635.8306543,7639006.72487043,-162.092742957175,994.798276387155,2972.05533516034,0.00023231713856416
1429364560.29916,G01,1,23769713.1366029,-48747.259261176,-3719.50678527355,36.4083359100952,15272687.9364367,-20327536.3663178,7639303.93831194,-162.102648368105,994.833134267479,2972.03905495908,0.000232317140095242
1429364560.39916,G01,1,23769642.4006306,-49119.2989337891,-3720.50330042839,36.4083359100952,15272671.7305974,-20327436.8984935,7639601.15013164,-162.112553251907,994.867992125452,2972.02277412824,0.000232317141626325
1429364560.49916,G01,1,23769571.374208,-49491.3392620832,-3718.92936527729,36.4083359100952,15272655.5237678,-20327337.4271856,7639898.3603169,-162.122457593679,994.902849972248,2972.00649266131,0.000232317143157408
1429364560.59916,G01,1,23769500.2142873,-49863.3468723297,-3720.11214494705,36.4083359100952,15272639.3159471,-20327237.9523898,7640195.56888056,-162.132361402735,994.937707804143,2971.99021056574,0.000232317144688493
1429364560.69916,G01,1,23769429.8886591,-50235.3678686917,-3721.8164652586,36.4083359100952,15272623.107136,-20327138.4741092,7640492.77581334,-162.142264679074,994.972565613687,2971.97392783407,0.000232317146219578
