gps_time,id,sv_id,pseudorange,carrier_phase,doppler_shift
1429364550.19916,GG01,1,23776869.3479588,-11165.3796508238,-3720.18665075302
1429364550.29916,GG01,1,23776798.0257075,-11537.5461226925,-3722.51495718956
1429364550.39916,GG01,1,23776727.066537,-11909.68535183,-3723.62323105335
1429364550.49916,GG01,1,23776655.9858979,-12281.8724070638,-3721.99341654777
1429364550.59916,GG01,1,23776585.1747001,-12654.0166449174,-3720.18665075302
1429364550.69916,GG01,1,23776514.0092371,-13026.1237246767,-3719.28326785564
1429364550.79916,GG01,1,23776443.2289394,-13398.2981922179,-3721.41599655151
1429364550.89916,GG01,1,23776372.4702082,-13770.431202732,-3720.56849300861
1429364550.99916,GG01,1,23776301.8169743,-14142.5835656673,-3723.57666492462
1429364551.09916,GG01,1,23776230.86599,-14514.7533016354,-3722.22624719143
1429364551.19916,GG01,1,23776159.9761566,-14886.8269308582,-3725.15991330147
1429364551.29916,GG01,1,23776089.2616949,-15259.0004205331,-3719.55335140228
1429364551.39916,GG01,1,23776018.9298797,-15631.1359697953,-3721.36011719704
1429364551.49916,GG01,1,23775947.893262,-16003.3000060245,-3720.44742107391
1429364551.59916,GG01,1,23775876.9462033,-16375.4281853586,-3722.91542589664
1429364551.69916,GG01,1,23775806.506476,-16747.6174916327,-3723.31589460373
1429364551.79916,GG01,1,23775736.2895781,-17119.7386425212,-3720.52192687988
1429364551.89916,GG01,1,23775665.7503621,-17491.8990968019,-3722.4218249321
1429364551.99916,GG01,1,23775594.6134567,-17864.015543066,-3720.2425301075
1429364552.09916,GG01,1,23775524.0387926,-18236.1579929441,-3722.3007529974
1429364552.19916,GG01,1,23775453.1399725,-18608.2943927348,-3719.64648365974
1429364552.29916,GG01,1,23775382.6669293,-18980.437890321,-3720.28909623623
1429364552.39916,GG01,1,23775311.825216,-19352.5930087417,-3722.67328202724
1429364552.49916,GG01,1,23775240.9825809,-19724.7652584016,-3721.62088751793
1429364552.59916,GG01,1,23775170.2803191,-20096.8790081739,-3723.16688299179
1429364552.69916,GG01,1,23775099.4634239,-20468.9805583507,-3722.83160686493
1429364552.79916,GG01,1,23775028.271309,-20841.1023884416,-3724.85257685184
1429364552.89916,GG01,1,23774957.2465113,-21213.2722305954,-3722.09586203098
1429364552.99916,GG01,1,23774886.5157311,-21585.3983523399,-3722.17036783695
1429364553.09916,GG01,1,23774816.018718,-21957.5283688232,-3719.17150914669
1429364553.19916,GG01,1,23774745.7134441,-22329.656068325,-3722.1796810627
1429364553.29916,GG01,1,23774675.2880164,-22701.7637480497,-3720.37291526794
1429364553.39916,GG01,1,23774604.3340498,-23073.8845272288,-3722.94336557388
1429364553.49916,GG01,1,23774533.4750241,-23446.0144957155,-3723.46490621567
1429364553.59916,GG01,1,23774462.6950862,-23818.1206633151,-3722.09586203098
1429364553.69916,GG01,1,23774392.0735286,-24190.2720818222,-3721.11797332764
1429364553.79916,GG01,1,23774321.0603477,-24562.3645235449,-3720.9689617157
1429364553.89916,GG01,1,23774250.020002,-24934.4780602232,-3721.76989912987
1429364553.99916,GG01,1,23774179.0953005,-25306.630879879,-3722.36594557762
1429364554.09916,GG01,1,23774107.909477,-25678.7054014206,-3726.03535652161
1429364554.19916,GG01,1,23774037.2285261,-26050.8129207343,-3719.79549527168
1429364554.29916,GG01,1,23773965.7654513,-26422.9425741732,-3722.18899428844
1429364554.39916,GG01,1,23773894.7476368,-26795.0281483978,-3722.7850407362
1429364554.49916,GG01,1,23773823.7647502,-27167.1668952107,-3720.21459043026
1429364554.59916,GG01,1,23773752.8586549,-27539.2659605294,-3722.89679944515
1429364554.69916,GG01,1,23773681.5518122,-27911.3551002294,-3722.04929590225
1429364554.79916,GG01,1,23773610.5757699,-28283.4736234546,-3720.53124010563
1429364554.89916,GG01,1,23773539.9530826,-28655.5828439742,-3721.90959751606
1429364554.99916,GG01,1,23773469.3153012,-29027.7084894627,-3723.3904004097
1429364555.09916,GG01,1,23773398.2535476,-29399.8059014827,-3720.04695236683
1429364555.19916,GG01,1,23773327.2254672,-29771.9167789072,-3720.55917978287
1429364555.29916,GG01,1,23773256.0131155,-30143.9922619909,-3719.46953237057
1429364555.39916,GG01,1,23773185.3789546,-30516.0769313574,-3715.98638594151
1429364555.49916,GG01,1,23773114.0792979,-30888.2073177397,-3719.46953237057
1429364555.59916,GG01,1,23773043.1846519,-31260.244258225,-3721.90028429031
1429364555.69916,GG01,1,23772971.671477,-31632.3484913111,-3721.00621461868
1429364555.79916,GG01,1,23772900.749016,-32004.4443997443,-3718.33331882954
1429364555.89916,GG01,1,23772829.6816104,-32376.5175791085,-3718.37988495827
1429364555.99916,GG01,1,23772758.9067743,-32748.6057365388,-3721.20179235935
1429364556.09916,GG01,1,23772688.0140861,-33120.6702037752,-3715.95844626427
1429364556.19916,GG01,1,23772617.2328785,-33492.8054223657,-3721.58363461494
1429364556.29916,GG01,1,23772546.2692344,-33864.900156796,-3720.67093849182
1429364556.39916,GG01,1,23772475.1609763,-34236.9407271743,-3722.81298041344
1429364556.49916,GG01,1,23772404.3551363,-34609.0554087311,-3719.74892914295
1429364556.59916,GG01,1,23772334.1110814,-34981.1323036402,-3721.88165783882
1429364556.69916,GG01,1,23772263.1493186,-35353.2468830496,-3721.91891074181
1429364556.79916,GG01,1,23772192.8783154,-35725.3197531551,-3718.47301721573
1429364556.89916,GG01,1,23772121.7691525,-36097.4155632854,-3721.5743213892
1429364556.99916,GG01,1,23772050.8505991,-36469.4521653503,-3723.12963008881
1429364557.09916,GG01,1,23771980.0523206,-36841.5319822431,-3722.98061847687
1429364557.19916,GG01,1,23771909.4368511,-37213.6289768517,-3719.5160984993
1429364557.29916,GG01,1,23771839.0779048,-37585.6902847737,-3721.5743213892
1429364557.39916,GG01,1,23771768.6595585,-37957.7218929678,-3721.54638171196
1429364557.49916,GG01,1,23771698.3744742,-38329.7805971503,-3721.91891074181
1429364557.59916,GG01,1,23771627.0776877,-38701.9113161564,-3720.07489204407
1429364557.69916,GG01,1,23771556.3876844,-39073.9818906635,-3721.0900336504
1429364557.79916,GG01,1,23771485.6799092,-39446.0262046158,-3718.75241398811
1429364557.89916,GG01,1,23771415.3050942,-39818.0540523529,-3718.64996850491
1429364557.99916,GG01,1,23771344.5922198,-40190.1319966167,-3718.94799172878
1429364558.09916,GG01,1,23771273.9930811,-40562.1875266135,-3721.08072042465
1429364558.19916,GG01,1,23771203.010819,-40934.2412158549,-3719.59060430527
1429364558.29916,GG01,1,23771132.0543344,-41306.2870774865,-3720.16802430153
1429364558.39916,GG01,1,23771061.2703399,-41678.3574765623,-3720.78269720078
1429364558.49916,GG01,1,23770989.8376979,-42050.4297083318,-3720.27978301048
1429364558.59916,GG01,1,23770919.8015515,-42422.4363775402,-3721.12728655338
1429364558.69916,GG01,1,23770848.8480428,-42794.5338187516,-3720.14008462429
1429364558.79916,GG01,1,23770778.2515165,-43166.6139566451,-3721.2111055851
1429364558.89916,GG01,1,23770707.4528446,-43538.5837376416,-3721.08072042465
1429364558.99916,GG01,1,23770636.4157645,-43910.6838435978,-3721.44393622875
1429364559.09916,GG01,1,23770566.1097211,-44282.7164018452,-3718.84554624557
1429364559.19916,GG01,1,23770495.0766423,-44654.7680343091,-3722.96199202537
1429364559.29916,GG01,1,23770424.1546587,-45026.8076060861,-3722.56152331829
1429364559.39916,GG01,1,23770352.8762358,-45398.8679104894,-3723.15756976604
1429364559.49916,GG01,1,23770281.9195043,-45770.9580426216,-3717.54169464111
1429364559.59916,GG01,1,23770210.5785764,-46142.9762984514,-3721.28561139107
1429364559.69916,GG01,1,23770139.7112855,-46514.9791888148,-3721.84440493584
1429364559.79916,GG01,1,23770067.8037949,-46887.0152672976,-3720.78269720078
1429364559.89916,GG01,1,23769996.6601548,-47259.08825697,-3720.13077139854
1429364559.99916,GG01,1,23769925.3092338,-47631.1469639093,-3724.69425201416
1429364560.09916,GG01,1,23769854.679795,-48003.1539581865,-3724.15408492088
1429364560.19916,GG01,1,23769783.7802478,-48375.2338778079,-3718.97593140602
1429364560.29916,GG01,1,23769713.1366029,-48747.259261176,-3719.50678527355
1429364560.39916,GG01,1,23769642.4006306,-49119.2989337891,-3720.50330042839
1429364560.49916,GG01,1,23769571.374208,-49491.3392620832,-3718.92936527729
1429364560.59916,GG01,1,23769500.2142873,-49863.3468723297,-3720.11214494705
1429364560.69916,GG01,1,23769429.8886591,-50235.3678686917,-3721.8164652586
1429364560.79916,GG01,1,23769359.0265366,-50607.4395596087,-3718.63134205341
1429364560.89916,GG01,1,23769288.1703045,-50979.4219083488,-3721.72333300114
1429364560.99916,GG01,1,23769217.0293643,-51351.4396200776,-3717.25298464298
1429364561.09915,GG01,1,23769145.9230959,-51723.4682731628,-3722.74778783321
1429364561.19915,GG01,1,23769074.8270167,-52095.454226315,-3721.07140719891
1429364561.29915,GG01,1,23769003.9755838,-52467.5076981485,-3716.51723980904
1429364561.39915,GG01,1,23768932.7298217,-52839.508920759,-3721.36943042278
1429364561.49915,GG01,1,23768862.5924262,-53211.5306411982,-3723.24138879776
1429364561.59915,GG01,1,23768792.9738706,-53583.5652756393,-3721.3321775198
1429364561.69915,GG01,1,23768722.3551544,-53955.5877606571,-3718.40782463551
1429364561.79915,GG01,1,23768652.0110842,-54327.6227427423,-3722.24487364292
1429364561.89915,GG01,1,23768581.5123827,-54699.5670534372,-3723.54872524738
1429364561.99915,GG01,1,23768511.2472126,-55071.5571750402,-3722.7850407362
1429364562.09915,GG01,1,23768440.562798,-55443.6035711467,-3718.21224689484
1429364562.19915,GG01,1,23768370.2387025,-55815.6067496836,-3717.97010302544
1429364562.29915,GG01,1,23768299.5121785,-56187.6586405933,-3718.12842786312
1429364562.39915,GG01,1,23768228.3258003,-56559.6186963618,-3722.65465557575
1429364562.49915,GG01,1,23768157.4964906,-56931.6073991358,-3719.86068785191
1429364562.59915,GG01,1,23768086.9871762,-57303.6066827476,-3723.90262782574
1429364562.69915,GG01,1,23768016.9683881,-57675.5791187584,-3720.13077139854
1429364562.79915,GG01,1,23767945.8819768,-58047.6202840507,-3717.80246496201
1429364562.89915,GG01,1,23767874.8007449,-58419.6149635315,-3718.51958334446
1429364562.99915,GG01,1,23767804.1666368,-58791.5690993071,-3720.53124010563
1429364563.09915,GG01,1,23767733.3152528,-59163.5629368424,-3718.70584785938
1429364563.19915,GG01,1,23767661.6607503,-59535.5670153201,-3721.6953933239
1429364563.29915,GG01,1,23767590.4586985,-59907.5548817217,-3724.01438653469
1429364563.39915,GG01,1,23767519.2136803,-60279.5666114688,-3714.98987078667
1429364563.49915,GG01,1,23767448.5890862,-60651.5569005609,-3718.02598237991
1429364563.59915,GG01,1,23767377.2585962,-61023.5261443555,-3721.05278074741
1429364563.69915,GG01,1,23767306.9568362,-61395.4967376888,-3716.25646948814
1429364563.79915,GG01,1,23767236.6243568,-61767.4971394837,-3720.3636020422
1429364563.89915,GG01,1,23767165.4129609,-62139.4610602856,-3719.42296624184
1429364563.99915,GG01,1,23767094.3956649,-62511.4033986628,-3720.55917978287
1429364564.09915,GG01,1,23767023.2484328,-62883.3997204006,-3722.28212654591
1429364564.19915,GG01,1,23766952.1202556,-63255.3714186847,-3722.07723557949
1429364564.29915,GG01,1,23766881.3814942,-63627.3407002389,-3719.20876204968
1429364564.39915,GG01,1,23766810.2602902,-63999.3170004189,-3718.71516108513
1429364564.49915,GG01,1,23766739.5327293,-64371.2805625498,-3718.41713786125
1429364564.59915,GG01,1,23766668.7010644,-64743.2859220207,-3718.67790818214
1429364564.69915,GG01,1,23766597.7260476,-65115.2611413002,-3719.34846043587
1429364564.79915,GG01,1,23766526.776146,-65487.2091278434,-3715.44621884823
1429364564.89915,GG01,1,23766456.2456398,-65859.1809099019,-3720.23321688175
1429364564.99915,GG01,1,23766385.4378515,-66231.1464772224,-3717.96078979969
1429364565.09915,GG01,1,23766315.0861819,-66603.1010444462,-3719.25532817841
1429364565.19915,GG01,1,23766244.2953468,-66975.0420797467,-3718.90142560005
1429364565.29915,GG01,1,23766173.9805734,-67347.0559259057,-3721.31355106831
1429364565.39915,GG01,1,23766103.8404668,-67718.9482722878,-3720.41016817093
1429364565.49915,GG01,1,23766033.2546964,-68090.9160132408,-3717.93285012245
1429364565.59915,GG01,1,23765962.409023,-68462.8807897568,-3717.56963431835
1429364565.69915,GG01,1,23765891.7304127,-68834.8105327785,-3722.68259525299
1429364565.79915,GG01,1,23765820.3870229,-69206.7759825885,-3719.09700334072
1429364565.89915,GG01,1,23765749.6915756,-69578.74455446,-3718.9107388258
1429364565.99915,GG01,1,23765678.7906419,-69950.6554677188,-3717.29955077171
1429364566.09915,GG01,1,23765607.6548961,-70322.6125792861,-3717.97010302544
1429364566.19915,GG01,1,23765536.6430542,-70694.5720634162,-3719.81412172318
1429364566.29915,GG01,1,23765466.5508165,-71066.5189273059,-3720.47536075115
1429364566.39915,GG01,1,23765396.2466194,-71438.4366984069,-3720.26115655899
1429364566.49915,GG01,1,23765325.8782082,-71810.3865592182,-3717.27161109448
1429364566.59915,GG01,1,23765255.1033281,-72182.3253195882,-3718.03529560566
1429364566.69915,GG01,1,23765184.2996713,-72554.2319043279,-3719.90725398064
1429364566.79915,GG01,1,23765113.1029968,-72926.1784319878,-3719.55335140228
1429364566.89915,GG01,1,23765042.3373613,-73298.1041967273,-3721.43462300301
1429364566.99915,GG01,1,23764971.266615,-73670.0493300855,-3717.07603335381
1429364567.09915,GG01,1,23764900.2509641,-74041.9879708588,-3719.59991753101
1429364567.19915,GG01,1,23764829.8789099,-74413.9219354093,-3717.93285012245
1429364567.29915,GG01,1,23764759.2890889,-74785.8573718965,-3721.51844203472
1429364567.39915,GG01,1,23764688.1480064,-75157.7414397597,-3717.72795915604
1429364567.49915,GG01,1,23764617.3561895,-75529.6581225395,-3717.68139302731
1429364567.59915,GG01,1,23764546.1381168,-75901.5993989408,-3720.3636020422
1429364567.69915,GG01,1,23764475.4705256,-76273.5070217252,-3716.16333723068
1429364567.79915,GG01,1,23764404.5350702,-76645.4141860008,-3721.8164652586
1429364567.89915,GG01,1,23764333.361009,-77017.3663296402,-3718.78035366535
1429364567.99915,GG01,1,23764262.3729281,-77389.2344618142,-3718.57546269894
1429364568.09915,GG01,1,23764191.7404929,-77761.1874629259,-3719.76755559444
1429364568.19915,GG01,1,23764120.9642784,-78133.0629430115,-3717.22504496574
1429364568.29915,GG01,1,23764050.4770495,-78504.9951259792,-3718.80829334259
1429364568.39915,GG01,1,23763979.4120543,-78876.8759917021,-3721.26698493958
1429364568.49915,GG01,1,23763909.0250665,-79248.7536817193,-3718.56614947319
1429364568.59915,GG01,1,23763839.0206859,-79620.6654709578,-3718.5475230217
1429364568.69915,GG01,1,23763767.9261016,-79992.5324029028,-3718.25881302357
1429364568.79915,GG01,1,23763697.1799879,-80364.4237941206,-3718.70584785938
1429364568.89915,GG01,1,23763626.5194832,-80736.3085540235,-3716.87114238739
1429364568.99915,GG01,1,23763555.3389386,-81108.2114443183,-3718.51027011871
1429364569.09915,GG01,1,23763484.4126678,-81480.1347623467,-3717.91422367096
1429364569.19915,GG01,1,23763413.7847031,-81852.0087194443,-3720.54055333138
1429364569.29915,GG01,1,23763342.7873365,-82223.8938789666,-3719.68373656273
1429364569.39915,GG01,1,23763271.81285,-82595.7772023976,-3718.10980141163
1429364569.49915,GG01,1,23763200.6310525,-82967.6531897485,-3719.30189430714
1429364569.59915,GG01,1,23763130.3110979,-83339.5467608869,-3721.85371816158
1429364569.69915,GG01,1,23763059.4487404,-83711.4173743129,-3714.96193110943
1429364569.79915,GG01,1,23762988.7039936,-84083.2664248645,-3717.95147657394
1429364569.89915,GG01,1,23762917.8561734,-84455.1715539396,-3720.02832591534
1429364569.99915,GG01,1,23762846.9760201,-84827.0666636527,-3719.2739546299
1429364570.09915,GG01,1,23762776.1687078,-85198.9092213511,-3717.49512851238
1429364570.19915,GG01,1,23762705.5095668,-85570.7853399813,-3718.33331882954
1429364570.29915,GG01,1,23762634.739211,-85942.6804915667,-3717.16916561127
1429364570.39915,GG01,1,23762564.5271384,-86314.5709269941,-3718.63134205341
1429364570.49915,GG01,1,23762493.7570992,-86686.3991715908,-3721.16453945637
1429364570.59915,GG01,1,23762423.1336798,-87058.2809554338,-3721.35080397129
1429364570.69915,GG01,1,23762352.3737869,-87430.1616121233,-3718.24018657208
1429364570.79915,GG01,1,23762281.5674169,-87802.0106266737,-3718.27743947506
1429364570.89915,GG01,1,23762211.3100959,-88173.8502516448,-3718.5475230217
1429364570.99915,GG01,1,23762140.30543,-88545.7210083902,-3719.8793143034
1429364571.09915,GG01,1,23762069.4762191,-88917.5783347785,-3717.64414012432
1429364571.19915,GG01,1,23761998.7180413,-89289.4085468054,-3715.0364369154
1429364571.29915,GG01,1,23761928.1958225,-89661.2742143571,-3715.29720723629
1429364571.39915,GG01,1,23761857.5900301,-90033.1316149533,-3716.95496141911
1429364571.49915,GG01,1,23761786.986493,-90404.955329895,-3717.10397303104
1429364571.59915,GG01,1,23761716.1487886,-90776.7894850075,-3720.20527720451
1429364571.69915,GG01,1,23761645.2383479,-91148.6625969112,-3716.22852981091
1429364571.79915,GG01,1,23761574.5321551,-91520.5060651898,-3720.11214494705
1429364571.89915,GG01,1,23761504.2519063,-91892.3534536362,-3720.11214494705
1429364571.99915,GG01,1,23761433.7895885,-92264.1879828572,-3717.99804270267
1429364572.09915,GG01,1,23761362.8316331,-92636.0492951572,-3715.3996527195
1429364572.19915,GG01,1,23761292.2347294,-93007.9160712361,-3721.66745364666
1429364572.29915,GG01,1,23761221.1837585,-93379.7600908875,-3717.10397303104
1429364572.39915,GG01,1,23761150.0201989,-93751.5630578697,-3716.20059013367
1429364572.49915,GG01,1,23761078.8302745,-94123.4484332502,-3719.30189430714
1429364572.59915,GG01,1,23761007.8223828,-94495.2428365052,-3718.39851140976
1429364572.69915,GG01,1,23760937.0727987,-94867.0713930726,-3718.11911463737
1429364572.79915,GG01,1,23760866.1734591,-95238.9246948659,-3721.11797332764
1429364572.89915,GG01,1,23760795.210384,-95610.7773045897,-3718.88279914856
1429364572.99915,GG01,1,23760724.2945328,-95982.5967063606,-3716.70350432396
1429364573.09915,GG01,1,23760653.2899607,-96354.4263338447,-3717.31817722321
1429364573.19915,GG01,1,23760582.5193754,-96726.3062214553,-3718.61271560192
1429364573.29915,GG01,1,23760512.2185787,-97098.114687264,-3717.26229786873
1429364573.39915,GG01,1,23760441.7385591,-97469.9275979698,-3715.66042304039
1429364573.49915,GG01,1,23760371.1317004,-97841.7854352593,-3715.05506336689
1429364573.59915,GG01,1,23760300.4245666,-98213.5896100104,-3714.64528143406
1429364573.69915,GG01,1,23760229.6842733,-98585.4097783267,-3717.97010302544
1429364573.79915,GG01,1,23760158.8712509,-98957.2367324829,-3716.14471077919
1429364573.89915,GG01,1,23760087.6741456,-99329.0681164265,-3719.04112398624
1429364573.99915,GG01,1,23760016.9703292,-99700.8586551845,-3718.94799172878
1429364574.09915,GG01,1,23759946.2180039,-100072.671125829,-3719.80480849743
1429364574.19915,GG01,1,23759876.0854176,-100444.545087278,-3715.91188013554
1429364574.29915,GG01,1,23759805.2404634,-100816.317861319,-3720.95033526421
1429364574.39915,GG01,1,23759734.8114028,-101188.196110904,-3718.86417269707
1429364574.49915,GG01,1,23759665.10185,-101559.929910243,-3718.13774108887
1429364574.59915,GG01,1,23759594.5067831,-101931.75418824,-3715.97707271576
1429364574.69915,GG01,1,23759523.4436753,-102303.601764858,-3716.8525159359
1429364574.79915,GG01,1,23759452.6471128,-102675.355631053,-3718.46370398998
1429364574.89915,GG01,1,23759382.3964868,-103047.105695188,-3719.36708688736
1429364574.99915,GG01,1,23759311.0097049,-103418.898069501,-3718.1843072176
1429364575.09915,GG01,1,23759240.6317294,-103790.829865932,-3718.7896668911
1429364575.19915,GG01,1,23759169.4870648,-104162.65767765,-3717.13191270828
1429364575.29915,GG01,1,23759098.8381373,-104534.375522137,-3714.83154594898
1429364575.39915,GG01,1,23759027.8112494,-104906.180923045,-3716.07020497322
1429364575.49915,GG01,1,23758957.1583847,-105277.981331706,-3716.47067368031
1429364575.59915,GG01,1,23758886.6800272,-105649.815659165,-3714.80360627174
1429364575.69915,GG01,1,23758815.5650488,-106021.573326111,-3720.16802430153
1429364575.79915,GG01,1,23758744.5892667,-106393.318647802,-3714.58008885384
1429364575.89915,GG01,1,23758674.2116924,-106765.11059165,-3715.32514691353
1429364575.99915,GG01,1,23758603.4865132,-107136.909957588,-3715.83737432957
1429364576.09915,GG01,1,23758532.3087988,-107508.708066046,-3717.34611690044
1429364576.19915,GG01,1,23758461.551947,-107880.502077758,-3715.20407497883
1429364576.29915,GG01,1,23758390.6685443,-108252.247205973,-3718.48233044147
1429364576.39915,GG01,1,23758319.9570167,-108624.001197577,-3716.93633496761
1429364576.49915,GG01,1,23758248.7857336,-108995.786884546,-3714.63596820831
1429364576.59915,GG01,1,23758178.5691607,-109367.559198558,-3715.6417965889
1429364576.69915,GG01,1,23758107.8598185,-109739.377947271,-3718.47301721573
1429364576.79915,GG01,1,23758037.2397475,-110111.105891168,-3717.97010302544
1429364576.89915,GG01,1,23757966.4828749,-110482.881403208,-3715.90256690979
1429364576.99915,GG01,1,23757895.8227862,-110854.653253675,-3718.34263205528
1429364577.09915,GG01,1,23757824.8660094,-111226.429689169,-3717.28092432022
1429364577.19915,GG01,1,23757754.0970131,-111598.198331177,-3714.41245079041
1429364577.29915,GG01,1,23757683.3172402,-111969.941946149,-3718.39851140976
1429364577.39915,GG01,1,23757613.2107814,-112341.710806847,-3719.02249753475
1429364577.49915,GG01,1,23757542.3475341,-112713.448896289,-3717.74658560753
1429364577.59915,GG01,1,23757471.701737,-113085.21034497,-3719.86068785191
1429364577.69915,GG01,1,23757401.3616286,-113456.96712327,-3716.4893001318
1429364577.79915,GG01,1,23757330.9209273,-113828.712774932,-3719.23670172691
1429364577.89915,GG01,1,23757259.941883,-114200.482742071,-3718.99455785751
1429364577.99915,GG01,1,23757188.9226415,-114572.257859826,-3716.59174561501
1429364578.09915,GG01,1,23757118.0810501,-114943.980458915,-3716.54517948627
1429364578.19915,GG01,1,23757047.5802962,-115315.746764362,-3717.14122593403
1429364578.29915,GG01,1,23756976.4583073,-115687.455529392,-3721.41599655151
1429364578.39915,GG01,1,23756905.880092,-116059.271188736,-3715.28789401054
1429364578.49915,GG01,1,23756834.8414499,-116430.992063165,-3716.69419109821
1429364578.59915,GG01,1,23756764.3800926,-116802.715601861,-3718.92005205154
1429364578.69915,GG01,1,23756693.8334569,-117174.468493998,-3719.10631656647
1429364578.79915,GG01,1,23756622.9964395,-117546.266457319,-3714.84085917473
1429364578.89915,GG01,1,23756552.8138214,-117917.988160849,-3715.87462723255
1429364578.99915,GG01,1,23756482.072556,-118289.722902179,-3719.81412172318
1429364579.09915,GG01,1,23756411.206771,-118661.469677806,-3717.23435819149
1429364579.19915,GG01,1,23756340.9178167,-119033.228077233,-3717.24367141724
1429364579.29915,GG01,1,23756270.6458177,-119404.939999104,-3716.82457625866
1429364579.39915,GG01,1,23756200.4343789,-119776.683608711,-3717.15053915977
1429364579.49915,GG01,1,23756129.7958467,-120148.429784536,-3716.90839529038
1429364579.59915,GG01,1,23756059.4575153,-120520.150350451,-3716.67556464672
1429364579.69915,GG01,1,23755988.6877783,-120891.907846391,-3716.38685464859
1429364579.79915,GG01,1,23755917.8647502,-121263.609192431,-3718.97593140602
1429364579.89915,GG01,1,23755847.2465725,-121635.361155927,-3718.60340237618
1429364579.99915,GG01,1,23755776.5683652,-122007.12166518,-3716.88976883888
1429364580.09915,GG01,1,23755706.1548159,-122378.865986586,-3717.0946598053
1429364580.19915,GG01,1,23755635.4532693,-122750.575473905,-3719.85137462616
1429364580.29915,GG01,1,23755564.8398902,-123122.307635367,-3717.10397303104
1429364580.39915,GG01,1,23755493.9930994,-123494.005780399,-3716.62899851799
1429364580.49915,GG01,1,23755423.0173384,-123865.709388018,-3718.01666915417
1429364580.59915,GG01,1,23755352.1126322,-124237.422623396,-3718.96661818027
1429364580.69915,GG01,1,23755281.3100177,-124609.131024539,-3713.22967112064
1429364580.79915,GG01,1,23755210.2872995,-124980.838039637,-3716.50792658329
1429364580.89915,GG01,1,23755139.0740326,-125352.528579056,-3715.09231626987
1429364580.99915,GG01,1,23755068.4397376,-125724.252173007,-3717.37405657768
1429364581.09915,GG01,1,23754997.829743,-126095.915937722,-3715.92119336128
1429364581.19915,GG01,1,23754927.1148465,-126467.647773266,-3717.18779206276
1429364581.29915,GG01,1,23754856.7252256,-126839.38014394,-3718.70584785938
1429364581.39915,GG01,1,23754786.1874034,-127211.099426985,-3716.63831174374
1429364581.49915,GG01,1,23754715.7907079,-127582.824556768,-3717.4578756094
1429364581.59915,GG01,1,23754645.0409555,-127954.511027515,-3717.29023754597
1429364581.69915,GG01,1,23754574.2842141,-128326.228719175,-3716.90839529038
1429364581.79915,GG01,1,23754503.4032235,-128697.917936862,-3716.76869690418
1429364581.89915,GG01,1,23754432.2979262,-129069.627306223,-3717.25298464298
1429364581.99915,GG01,1,23754361.5343616,-129441.378444672,-3715.11094272137
1429364582.09915,GG01,1,23754291.0988263,-129813.068940997,-3717.27161109448
1429364582.19915,GG01,1,23754220.3300884,-130184.754699945,-3717.19710528851
